T X Y S0 S1 S2 S3 
0 11766.17 5407.654 4 18 24 45 
1 11766.17 5407.654 3 11 27 44 
2 11668.623 5516.047 3 8 22 49 
3 11496.559 5706.968 3 14 24 48 
4 11484.713 5720.645 3 13 23 56 
5 11404.888 5808.856 5 16 24 52 
6 11399.694 5814.605 4 18 28 58 
7 11371.706 5845.406 4 11 23 40 
8 11345.482 5873.561 3 13 29 42 
9 11339.596 5879.877 5 14 29 44 
10 11280.723 5945.982 4 15 27 40 
11 11271.792 5956.123 5 9 26 42 
12 11224.658 6010.086 3 10 20 40 
13 11044.111 6206.456 5 13 28 51 
14 10944.893 6313.982 4 8 21 53 
15 10870.766 6394.264 4 13 24 52 
16 10826.993 6441.633 3 19 22 50 
17 10826.993 6441.633 4 16 25 59 
18 10826.993 6441.633 5 18 27 41 
19 10572.518 6718.953 3 19 28 41 
20 10504.617 6792.854 3 19 25 51 
21 10499.363 6798.569 5 14 29 46 
22 10489.013 6809.911 4 9 24 40 
23 10455.672 6847.117 5 19 23 51 
24 10450.68 6852.688 5 12 25 58 
25 10448.812 6854.734 4 10 24 43 
26 10440.944 6863.362 4 18 28 54 
27 10435.392 6869.356 3 15 27 52 
28 10288.766 7027.742 3 10 24 45 
29 10187.638 7137.825 3 18 22 42 
30 10117.119 7216.773 4 16 25 57 
31 10046.074 7297.167 5 19 26 41 
32 10034.497 7309.843 5 18 27 53 
33 10024.937 7320.296 5 12 20 57 
34 9974.33 7377.672 4 8 20 53 
35 9943.018 7413.477 3 18 26 50 
36 9910.654 7450.394 4 15 20 54 
37 9858.383 7509.105 4 16 27 54 
38 9839.527 7530.12 5 17 29 47 
39 9806.639 7566.815 5 10 20 57 
40 9745.515 7631.864 3 16 22 44 
41 9743.533 7633.976 4 13 28 57 
42 9742.007 7635.611 4 13 23 56 
43 9738.57 7639.236 5 19 26 49 
44 9733.386 7645.229 3 13 27 58 
45 9731.949 7646.119 4 10 22 48 
46 9721.487 7656.994 4 16 28 41 
47 9716.157 7661.864 3 9 20 59 
48 9709.344 7668.091 5 10 28 59 
49 9704.215 7672.784 4 10 29 40 
50 9661.619 7713.158 3 14 21 53 
51 9704.215 7672.784 4 14 27 43 
52 9709.344 7668.091 3 11 25 50 
53 9716.157 7661.864 4 17 21 43 
54 9721.487 7656.994 3 11 22 49 
55 9731.949 7646.119 3 16 25 52 
56 9733.386 7645.229 3 10 21 50 
57 9738.57 7639.236 5 14 24 44 
58 9742.007 7635.611 3 12 26 59 
59 9742.007 7635.611 4 16 21 53 
