T X Y S0 S1 S2 S3 
0 4334.009 6201.341 3 12 27 53 
1 4334.009 6201.341 4 17 22 44 
2 4334.009 6201.341 5 14 21 49 
3 4334.009 6201.341 3 18 20 41 
4 4334.009 6201.341 5 15 27 48 
5 4334.009 6201.341 3 15 28 55 
6 4334.009 6201.341 4 14 27 52 
7 4334.009 6201.341 3 10 20 44 
8 4334.009 6201.341 5 18 23 55 
9 4334.009 6201.341 4 16 25 46 
10 4334.009 6201.341 4 14 20 52 
11 4334.009 6201.341 5 19 26 47 
12 4334.009 6201.341 4 18 24 52 
13 4334.009 6201.341 5 19 20 46 
14 4334.009 6201.341 5 14 25 48 
15 4334.009 6201.341 4 19 21 51 
16 4334.009 6201.341 5 18 22 54 
17 4334.009 6201.341 5 18 26 59 
18 4334.009 6201.341 4 18 26 55 
19 4334.009 6201.341 3 18 22 44 
20 4334.009 6201.341 4 13 22 40 
21 4334.009 6201.341 5 19 21 48 
22 4334.009 6201.341 3 16 21 40 
23 4334.009 6201.341 3 10 29 49 
24 4334.009 6201.341 5 17 29 53 
25 4334.009 6201.341 4 8 26 57 
26 4334.009 6201.341 3 16 25 51 
27 4334.009 6201.341 5 15 22 52 
28 4334.009 6201.341 4 13 21 57 
29 4334.009 6201.341 3 10 24 46 
30 4334.009 6201.341 4 19 23 54 
31 4334.009 6201.341 5 12 24 43 
32 4334.009 6201.341 3 12 27 53 
33 4334.009 6201.341 4 16 26 58 
34 4334.009 6201.341 3 16 29 54 
35 4334.009 6201.341 5 13 28 55 
36 4334.009 6201.341 3 15 23 45 
37 4334.009 6201.341 5 19 26 40 
38 4334.009 6201.341 4 18 28 47 
39 4334.009 6201.341 4 12 25 52 
40 4334.009 6201.341 3 11 26 53 
41 4334.009 6201.341 3 17 25 53 
42 4334.009 6201.341 3 17 21 46 
43 4334.009 6201.341 3 9 21 50 
44 4334.009 6201.341 3 9 22 57 
45 4334.009 6201.341 5 14 25 43 
46 4334.009 6201.341 5 13 25 46 
47 4334.009 6201.341 4 14 21 52 
48 4334.009 6201.341 3 15 29 52 
49 4334.009 6201.341 5 15 22 53 
50 4334.009 6201.341 5 11 28 49 
51 4334.009 6201.341 5 8 26 43 
52 4334.009 6201.341 5 8 25 56 
53 4334.009 6201.341 3 10 23 43 
54 4334.009 6201.341 3 12 29 49 
55 4334.009 6201.341 5 19 28 41 
56 4334.009 6201.341 5 16 26 51 
57 4334.009 6201.341 3 13 20 56 
58 4334.009 6201.341 4 19 20 48 
59 4334.009 6201.341 3 18 22 42 
