T X Y S0 S1 S2 S3 
0 4199.441 6063.015 5 8 23 51 
1 4199.441 6063.015 4 17 29 48 
2 4199.441 6063.015 3 16 25 57 
3 4199.441 6063.015 5 15 27 43 
4 4199.441 6063.015 4 17 29 50 
5 4199.441 6063.015 5 8 24 48 
6 4199.441 6063.015 5 18 27 57 
7 4199.441 6063.015 5 8 28 46 
8 4199.441 6063.015 3 8 21 55 
9 4199.441 6063.015 4 11 28 43 
10 4199.441 6063.015 5 14 27 43 
11 4199.441 6063.015 5 16 28 44 
12 4199.441 6063.015 3 9 23 55 
13 4199.441 6063.015 4 9 23 43 
14 4199.441 6063.015 5 11 21 55 
15 4199.441 6063.015 5 17 24 53 
16 4199.441 6063.015 4 9 27 43 
17 4199.441 6063.015 4 8 28 49 
18 4199.441 6063.015 3 16 27 57 
19 4199.441 6063.015 5 13 27 46 
20 4199.441 6063.015 4 15 28 47 
21 4199.441 6063.015 5 15 23 43 
22 4199.441 6063.015 3 11 27 53 
23 4199.441 6063.015 5 18 23 48 
24 4199.441 6063.015 3 18 20 52 
25 4199.441 6063.015 3 14 23 56 
26 4199.441 6063.015 5 17 24 50 
27 4199.441 6063.015 5 11 21 55 
28 4199.441 6063.015 4 10 25 51 
29 4199.441 6063.015 5 19 22 40 
30 4199.441 6063.015 5 18 25 55 
31 4199.441 6063.015 5 15 29 41 
32 4199.441 6063.015 5 19 23 41 
33 4199.441 6063.015 4 14 23 58 
34 4199.441 6063.015 3 12 27 45 
35 4199.441 6063.015 3 15 21 48 
36 4199.441 6063.015 4 10 25 40 
37 4199.441 6063.015 5 9 25 47 
38 4199.441 6063.015 4 16 20 54 
39 4199.441 6063.015 4 16 24 59 
40 4199.441 6063.015 5 16 24 54 
41 4199.441 6063.015 5 19 26 55 
42 4199.441 6063.015 4 8 21 42 
43 4199.441 6063.015 3 11 24 46 
44 4199.441 6063.015 5 13 28 40 
45 4199.441 6063.015 5 16 27 46 
46 4199.441 6063.015 5 8 29 45 
47 4199.441 6063.015 3 10 23 53 
48 4199.441 6063.015 3 13 28 40 
49 4199.441 6063.015 5 17 24 52 
50 4199.441 6063.015 4 8 22 50 
51 4199.441 6063.015 4 13 24 41 
52 4199.441 6063.015 4 17 29 45 
53 4199.441 6063.015 5 13 24 52 
54 4199.441 6063.015 3 9 28 46 
55 4199.441 6063.015 4 19 20 57 
56 4199.441 6063.015 4 13 27 52 
57 4199.441 6063.015 3 11 21 40 
58 4199.441 6063.015 4 9 22 54 
59 4199.441 6063.015 4 15 21 59 
