T X Y S0 S1 S2 S3 
8 8862.373 7890.381 4 16 20 58 
9 8861.609 7891.949 5 8 23 46 
10 8822.168 7992.102 5 12 24 49 
11 8818.385 8000.664 5 10 28 53 
12 8815.758 8008.036 5 13 22 43 
13 8803.29 8045.731 4 11 25 59 
14 8775.325 8144.539 3 13 26 47 
15 8773.048 8152.034 5 13 20 42 
16 8768.477 8167.879 5 14 26 45 
17 8757.77 8204.951 5 18 24 45 
18 8747.978 8238.866 5 19 24 57 
19 8734.142 8286.791 3 17 25 46 
20 8732.788 8291.472 5 15 21 45 
21 8731.61 8295.786 4 19 22 53 
22 8719.697 8339.453 3 17 22 58 
23 8715.556 8354.631 4 16 24 59 
24 8714.44 8358.512 5 17 28 56 
25 8708.612 8378.76 3 9 20 47 
26 8703.688 8396.774 4 14 24 44 
27 8701.842 8403.368 5 17 28 47 
28 8701.394 8405.002 5 11 20 45 
29 8695.635 8426.229 5 8 22 52 
30 8691.591 8441.007 3 18 28 51 
31 8687.731 8455.129 4 11 27 55 
32 8682.14 8475.566 4 11 25 47 
33 8677.744 8491.667 5 12 26 50 
34 8675.379 8500.296 4 15 24 44 
35 8672.658 8506.412 3 8 29 41 
36 8666.964 8515.519 3 10 24 43 
37 8663.008 8521.868 5 14 23 54 
38 8666.964 8515.519 4 16 20 51 
39 8672.658 8506.412 5 11 22 53 
40 8675.379 8500.296 3 9 25 53 
41 8677.744 8491.667 3 18 20 41 
42 8682.14 8475.566 4 14 22 58 
43 8687.731 8455.129 4 15 20 56 
44 8691.591 8441.007 3 8 20 53 
45 8695.635 8426.229 4 15 22 53 
46 8701.394 8405.002 5 13 28 46 
47 8701.842 8403.368 3 12 26 47 
48 8703.688 8396.774 4 9 20 46 
49 8708.612 8378.76 3 11 21 59 
50 8714.44 8358.512 3 11 21 48 
51 8715.556 8354.631 3 14 23 55 
52 8719.697 8339.453 4 17 28 58 
53 8731.61 8295.786 4 14 24 43 
54 8732.788 8291.472 4 19 25 43 
55 8734.142 8286.791 3 9 22 47 
56 8747.978 8238.866 5 10 29 44 
57 8757.77 8204.951 4 17 23 47 
58 8768.477 8167.879 5 17 25 50 
59 8768.477 8167.879 3 19 28 44 
