T X Y S0 S1 S2 S3 
0 5577.731 7220.665 5 11 25 44 
1 5577.731 7220.665 5 10 27 58 
2 5577.731 7220.665 4 12 27 56 
3 5577.731 7220.665 3 13 29 42 
4 5577.731 7220.665 5 19 29 59 
5 5577.731 7220.665 4 12 21 51 
6 5577.731 7220.665 3 18 20 57 
7 5577.731 7220.665 3 15 21 47 
8 5577.731 7220.665 4 19 29 40 
9 5577.731 7220.665 5 8 26 52 
10 5577.731 7220.665 3 11 25 43 
11 5577.731 7220.665 4 19 26 56 
12 5577.731 7220.665 3 10 27 42 
13 5577.731 7220.665 3 17 25 54 
14 5577.731 7220.665 3 10 23 57 
15 5577.731 7220.665 4 14 26 46 
16 5577.731 7220.665 5 13 29 42 
17 5577.731 7220.665 3 12 23 55 
18 5577.731 7220.665 5 10 23 54 
19 5577.731 7220.665 5 13 27 55 
20 5577.731 7220.665 5 10 25 53 
21 5577.731 7220.665 4 12 20 56 
22 5577.731 7220.665 5 17 23 46 
23 5577.731 7220.665 5 19 20 57 
24 5577.731 7220.665 3 9 21 49 
25 5577.731 7220.665 4 11 27 49 
26 5577.731 7220.665 4 9 20 51 
27 5577.731 7220.665 5 14 21 52 
28 5577.731 7220.665 3 12 25 42 
29 5577.731 7220.665 3 13 20 46 
30 5577.731 7220.665 3 8 24 45 
31 5577.731 7220.665 4 15 23 53 
32 5577.731 7220.665 5 12 24 58 
33 5577.731 7220.665 3 10 21 45 
34 5577.731 7220.665 3 13 25 52 
35 5577.731 7220.665 5 17 20 49 
36 5577.731 7220.665 3 13 24 52 
37 5577.731 7220.665 3 17 22 53 
38 5577.731 7220.665 3 19 22 59 
39 5577.731 7220.665 5 10 26 42 
40 5577.731 7220.665 5 19 20 57 
41 5577.731 7220.665 3 12 29 57 
42 5577.731 7220.665 5 17 21 58 
43 5577.731 7220.665 5 14 20 50 
44 5577.731 7220.665 4 10 27 43 
45 5577.731 7220.665 4 18 23 54 
46 5577.731 7220.665 3 8 24 52 
47 5577.731 7220.665 4 14 20 52 
48 5577.731 7220.665 5 16 26 56 
49 5577.731 7220.665 5 17 20 42 
50 5577.731 7220.665 4 10 22 43 
51 5577.731 7220.665 5 11 25 57 
52 5577.731 7220.665 5 16 26 45 
53 5577.731 7220.665 3 13 29 57 
54 5577.731 7220.665 5 8 22 51 
55 5577.731 7220.665 4 10 23 45 
56 5577.731 7220.665 3 15 23 49 
57 5577.731 7220.665 5 18 25 45 
58 5577.731 7220.665 3 8 25 53 
59 5577.731 7220.665 3 14 24 54 
