T X Y S0 S1 S2 S3 
0 10826.993 6441.633 3 13 24 48 
1 10826.993 6441.633 4 13 22 48 
2 10826.993 6441.633 5 12 20 50 
3 10826.993 6441.633 5 15 23 57 
4 10826.993 6441.633 4 9 26 41 
5 10826.993 6441.633 3 19 23 45 
6 10826.993 6441.633 4 15 29 42 
7 10826.993 6441.633 5 15 25 54 
8 10826.993 6441.633 5 13 27 47 
9 10826.993 6441.633 3 9 28 48 
10 10826.993 6441.633 3 19 20 44 
11 10826.993 6441.633 4 16 25 44 
12 10826.993 6441.633 3 19 23 54 
13 10826.993 6441.633 4 19 27 56 
14 10826.993 6441.633 5 16 29 50 
15 10826.993 6441.633 4 15 29 58 
16 10826.993 6441.633 4 17 23 59 
17 10826.993 6441.633 4 9 22 43 
18 10826.993 6441.633 3 14 22 58 
19 10826.993 6441.633 5 16 20 57 
20 10826.993 6441.633 4 18 29 43 
21 10826.993 6441.633 4 16 28 42 
22 10826.993 6441.633 4 15 27 50 
23 10826.993 6441.633 4 8 29 42 
24 10826.993 6441.633 4 11 20 59 
25 10826.993 6441.633 3 16 24 42 
26 10826.993 6441.633 3 9 23 45 
27 10826.993 6441.633 4 12 25 56 
28 10826.993 6441.633 4 14 23 57 
29 10826.993 6441.633 5 15 24 43 
30 10826.993 6441.633 4 9 26 45 
31 10826.993 6441.633 5 16 25 42 
32 10826.993 6441.633 4 18 22 42 
33 10826.993 6441.633 5 14 20 52 
34 10826.993 6441.633 3 17 23 54 
35 10826.993 6441.633 4 15 23 45 
36 10826.993 6441.633 5 17 26 43 
37 10826.993 6441.633 3 14 24 48 
38 10826.993 6441.633 3 14 27 55 
39 10826.993 6441.633 3 10 29 48 
40 10826.993 6441.633 4 8 21 46 
41 10826.993 6441.633 5 17 25 41 
42 10826.993 6441.633 4 11 25 46 
43 10826.993 6441.633 3 13 20 53 
44 10826.993 6441.633 4 19 24 48 
45 10826.993 6441.633 3 9 25 42 
46 10826.993 6441.633 4 8 23 45 
47 10826.993 6441.633 5 12 20 40 
48 10826.993 6441.633 5 19 28 58 
49 10826.993 6441.633 3 14 29 52 
50 10826.993 6441.633 4 9 28 47 
51 10826.993 6441.633 5 15 29 43 
52 10826.993 6441.633 5 18 27 41 
53 10826.993 6441.633 4 14 20 41 
54 10826.993 6441.633 3 18 27 59 
55 10826.993 6441.633 3 13 24 53 
56 10826.993 6441.633 5 16 28 43 
57 10826.993 6441.633 5 8 23 43 
58 10826.993 6441.633 3 8 21 58 
59 10826.993 6441.633 4 11 21 57 
