T X Y S0 S1 S2 S3 
3 6600.879 8022.914 5 17 28 50 
4 6667.168 8075.865 5 11 20 58 
5 6708.862 8109.179 4 10 23 52 
6 6714.306 8113.527 4 15 22 49 
7 6775.316 8162.264 5 17 21 48 
8 6816.537 8195.177 3 14 24 50 
9 6845.924 8220.118 3 16 23 42 
10 6858.369 8230.648 5 9 26 50 
11 6868.512 8238.855 5 10 23 50 
12 6889.962 8256.223 4 14 23 46 
13 6911.605 8273.503 4 11 28 40 
14 6935.007 8292.184 3 15 25 51 
15 6942.472 8298.144 5 13 20 59 
16 6973.681 8322.651 3 14 21 45 
17 7011.435 8352.296 3 16 21 56 
18 7021.587 8360.524 4 18 23 59 
19 7035.937 8374.424 3 19 24 43 
20 7044.25 8381.762 5 19 24 45 
21 7049.727 8388.656 3 11 26 43 
22 7053.786 8393.771 5 17 28 46 
23 7057.109 8398.442 3 17 20 51 
24 7062.97 8406.448 4 12 26 41 
25 7074.776 8425.128 5 13 21 46 
26 7085.097 8440.251 5 19 20 58 
27 7098.381 8461.144 3 12 27 45 
28 7105.037 8471.608 4 8 25 58 
29 7121.481 8493.736 4 11 27 50 
30 7135.568 8507.635 5 14 25 54 
31 7147.19 8516.608 5 12 28 55 
32 7171.274 8535.211 4 16 28 59 
33 7189.653 8548.221 3 18 25 50 
34 7397.964 8671.648 5 9 22 56 
35 7413.938 8680.977 5 17 20 51 
36 7428.922 8689.717 3 19 26 59 
37 7468.334 8712.723 5 15 21 41 
38 7480.062 8719.573 5 9 24 53 
39 7499.489 8734.684 4 9 24 53 
40 7510.331 8743.113 5 18 28 47 
41 7540.53 8766.608 5 17 21 58 
42 7543.164 8768.854 4 9 25 58 
43 7552.693 8776.949 4 8 22 59 
44 7543.164 8768.854 5 11 28 56 
45 7540.53 8766.608 3 15 20 51 
46 7510.331 8743.113 4 14 20 48 
47 7499.489 8734.684 5 10 20 58 
48 7480.062 8719.573 3 17 20 57 
49 7468.334 8712.723 4 9 22 42 
50 7428.922 8689.717 3 9 26 52 
51 7413.938 8680.977 5 17 22 46 
52 7397.964 8671.648 3 8 22 58 
53 7189.653 8548.221 3 12 29 57 
54 7171.274 8535.211 5 13 26 57 
55 7147.19 8516.608 5 19 26 54 
56 7135.568 8507.635 3 18 25 45 
57 7121.481 8493.736 3 15 26 54 
58 7105.037 8471.608 3 17 21 48 
59 7105.037 8471.608 3 19 28 51 
