T X Y S0 S1 S2 S3 
3 4048.982 5917.549 3 18 29 44 
4 4048.982 5917.549 4 8 29 49 
5 4111.928 5978.406 4 9 28 54 
6 4199.441 6063.015 3 16 20 41 
7 4287.169 6153.194 3 14 27 54 
8 4320.543 6187.497 5 15 22 53 
9 4334.009 6201.341 4 17 26 50 
10 4370.272 6237.713 3 11 29 53 
11 4443.972 6311.646 5 15 26 40 
12 4580.284 6447.527 3 18 23 44 
13 4617.754 6484.777 5 8 20 58 
14 4656.361 6523.584 4 12 20 51 
15 4678.948 6545.489 3 18 22 58 
16 4722.609 6583.918 5 11 27 54 
17 4814.431 6647.344 3 16 25 48 
18 4839.088 6663.912 3 15 26 46 
19 4880.372 6691.322 5 11 26 48 
20 4887.744 6696.214 3 14 26 42 
21 4890.388 6697.971 5 16 24 51 
22 4920.543 6717.997 3 14 23 56 
23 5002.339 6772.316 4 16 27 45 
24 5022.958 6786.004 5 10 23 46 
25 5068.838 6815.137 5 18 21 50 
26 5075.318 6819.251 4 9 20 52 
27 5078.61 6821.509 5 17 29 46 
28 5089.501 6828.97 3 9 24 48 
29 5116.555 6847.495 3 15 21 55 
30 5127.439 6854.456 5 13 23 53 
31 5136.807 6860.449 3 9 23 57 
32 5146.009 6866.442 5 14 22 48 
33 5155.456 6872.781 4 12 29 53 
34 5157.882 6874.404 3 18 24 45 
35 5186.774 6894.753 5 13 26 51 
36 5218.046 6918.382 4 8 21 46 
37 5221.355 6920.883 3 11 29 56 
38 5241.036 6935.683 5 14 22 53 
39 5276.948 6962.693 5 18 29 56 
40 5288.916 6971.7 4 11 24 42 
41 5304.963 6983.764 5 14 20 58 
42 5318.559 6993.994 5 11 25 41 
43 5349.087 7016.956 4 19 29 57 
44 5360.344 7027.075 3 14 28 49 
45 5402.747 7065.214 4 9 20 48 
46 5411.763 7073.332 5 8 26 49 
47 5422.399 7082.661 5 16 29 57 
48 5483.474 7136.279 3 13 21 46 
49 5495.624 7146.943 3 19 25 41 
50 5508.64 7158.407 3 11 25 51 
51 5531.539 7178.578 4 19 20 44 
52 5553.309 7197.759 5 16 24 50 
53 5577.731 7220.665 5 14 24 47 
54 5609.83 7247.496 3 18 22 50 
55 5637.254 7272.037 3 8 20 56 
56 5652.539 7284.257 4 17 29 57 
57 5637.254 7272.037 4 11 28 44 
58 5609.83 7247.496 3 12 27 54 
59 5609.83 7247.496 3 13 22 53 
