T X Y S0 S1 S2 S3 
10 9670.254 7692.232 3 11 23 42 
11 9670.254 7692.232 5 9 23 46 
12 9670.254 7692.232 4 15 24 48 
13 9670.254 7692.232 4 12 23 40 
14 9670.254 7692.232 5 13 29 43 
15 9670.254 7692.232 3 19 24 40 
16 9689.413 7672.895 3 12 28 45 
17 9721.494 7636.779 4 11 22 52 
18 9726.791 7631.097 5 8 22 49 
19 9732.185 7624.658 3 10 27 53 
20 9792.814 7555.139 3 12 25 51 
21 9833.51 7508.437 3 15 24 51 
22 9844.209 7496.428 4 17 27 58 
23 9896.744 7437.829 3 11 21 43 
24 9933.317 7396.242 5 8 25 49 
25 9960.506 7365.997 3 14 26 41 
26 10012.254 7306.73 5 13 23 46 
27 10032.339 7284.491 4 13 22 42 
28 10103.996 7204.875 5 19 27 47 
29 10166.272 7133.043 4 9 22 44 
30 10275.643 7015.177 3 15 25 59 
31 10385.001 6896.443 3 10 25 41 
32 10421.209 6857.135 5 16 24 53 
33 10426.875 6850.986 3 14 26 54 
34 10429.656 6847.973 5 9 28 43 
35 10437.357 6839.611 5 8 26 43 
36 10442.129 6834.429 3 12 29 40 
37 10559.219 6707.5 5 9 28 50 
38 10815.885 6429.179 3 8 29 55 
39 10909.573 6327.325 5 10 24 53 
40 10932.908 6302.417 5 9 23 50 
41 11008.44 6219.799 3 10 21 55 
42 11031.161 6195.448 3 15 26 50 
43 11253.293 5954.044 3 9 29 41 
44 11260.96 5946.16 3 12 29 53 
45 11270.997 5935.552 4 14 24 45 
46 11326.111 5875.762 3 9 25 45 
47 11363.747 5836.066 4 9 21 51 
48 11368.134 5831.396 5 12 28 49 
49 11395.947 5800.728 4 15 20 55 
50 11475.526 5712.973 5 19 21 41 
51 11505.271 5679.17 3 9 23 45 
52 11660.137 5507.818 5 10 27 46 
53 11678.564 5487.136 4 9 23 46 
54 11701.908 5458.003 5 19 24 46 
55 11729.988 5426.09 5 18 22 50 
56 11701.908 5458.003 3 18 24 48 
57 11678.564 5487.136 3 17 20 44 
58 11660.137 5507.818 5 16 23 52 
59 11660.137 5507.818 5 12 29 54 
