T X Y S0 S1 S2 S3 
7 4048.982 5917.549 3 12 24 54 
8 4048.982 5917.549 5 11 24 51 
9 4048.982 5917.549 3 10 29 55 
10 4048.982 5917.549 4 10 23 55 
11 4048.982 5917.549 5 18 28 47 
12 4111.928 5978.406 5 14 21 45 
13 4199.441 6063.015 5 14 25 52 
14 4287.169 6153.194 4 13 29 46 
15 4320.543 6187.497 4 12 25 41 
16 4334.009 6201.341 3 12 28 55 
17 4370.272 6237.713 5 15 20 48 
18 4443.972 6311.646 5 15 28 52 
19 4580.284 6447.527 3 16 29 59 
20 4617.754 6484.777 4 12 29 41 
21 4656.361 6523.584 3 9 21 45 
22 4678.948 6545.489 5 18 20 51 
23 4722.609 6583.918 3 12 24 53 
24 4814.431 6647.344 5 8 25 51 
25 4839.088 6663.912 4 8 23 44 
26 4880.372 6691.322 4 13 29 56 
27 4887.744 6696.214 4 9 21 48 
28 4890.388 6697.971 4 18 24 53 
29 4920.543 6717.997 3 17 20 56 
30 5002.339 6772.316 4 18 23 40 
31 5022.958 6786.004 5 17 27 59 
32 5068.838 6815.137 3 12 27 42 
33 5075.318 6819.251 4 16 25 41 
34 5078.61 6821.509 4 14 20 53 
35 5089.501 6828.97 4 15 25 50 
36 5116.555 6847.495 3 12 23 55 
37 5127.439 6854.456 5 17 27 42 
38 5136.807 6860.449 4 19 29 42 
39 5146.009 6866.442 4 17 21 46 
40 5155.456 6872.781 4 14 28 55 
41 5157.882 6874.404 4 9 20 55 
42 5186.774 6894.753 4 15 20 48 
43 5218.046 6918.382 4 10 23 40 
44 5221.355 6920.883 5 8 28 46 
45 5241.036 6935.683 3 13 23 54 
46 5276.948 6962.693 4 17 21 51 
47 5288.916 6971.7 5 18 27 58 
48 5304.963 6983.764 4 10 20 57 
49 5318.559 6993.994 3 16 21 46 
50 5349.087 7016.956 4 15 25 40 
51 5360.344 7027.075 5 17 29 46 
52 5402.747 7065.214 3 10 20 54 
53 5411.763 7073.332 5 12 27 47 
54 5422.399 7082.661 5 13 24 49 
55 5483.474 7136.279 4 15 27 48 
56 5495.624 7146.943 3 12 24 41 
57 5508.64 7158.407 4 12 27 48 
58 5531.539 7178.578 4 8 25 48 
59 5531.539 7178.578 5 12 23 43 
