T X Y S0 S1 S2 S3 
8 4048.982 5917.549 4 10 23 42 
9 4048.982 5917.549 4 12 21 46 
10 4048.982 5917.549 5 12 23 46 
11 4048.982 5917.549 3 10 26 42 
12 4048.982 5917.549 3 12 22 50 
13 4111.928 5978.406 5 12 26 57 
14 4199.441 6063.015 3 14 28 49 
15 4287.169 6153.194 4 13 21 56 
16 4320.543 6187.497 4 9 23 58 
17 4334.009 6201.341 3 8 28 50 
18 4370.272 6237.713 4 15 23 42 
19 4443.972 6311.646 3 19 20 59 
20 4580.284 6447.527 3 12 28 49 
21 4617.754 6484.777 3 18 24 42 
22 4656.361 6523.584 5 10 20 44 
23 4678.948 6545.489 5 17 20 46 
24 4722.609 6583.918 4 16 23 51 
25 4814.431 6647.344 4 19 29 56 
26 4839.088 6663.912 3 11 27 50 
27 4880.372 6691.322 5 11 20 59 
28 4887.744 6696.214 4 10 26 52 
29 4890.388 6697.971 4 17 24 46 
30 4920.543 6717.997 3 16 23 41 
31 5002.339 6772.316 3 15 26 49 
32 5022.958 6786.004 5 8 24 49 
33 5068.838 6815.137 5 18 29 48 
34 5075.318 6819.251 4 16 21 57 
35 5078.61 6821.509 4 16 25 57 
36 5089.501 6828.97 4 16 28 57 
37 5116.555 6847.495 4 10 28 53 
38 5127.439 6854.456 5 10 24 53 
39 5136.807 6860.449 5 12 23 52 
40 5146.009 6866.442 4 16 28 57 
41 5155.456 6872.781 5 18 20 40 
42 5157.882 6874.404 3 8 23 53 
43 5186.774 6894.753 4 10 24 45 
44 5218.046 6918.382 4 16 26 52 
45 5221.355 6920.883 5 10 21 55 
46 5241.036 6935.683 5 13 23 44 
47 5276.948 6962.693 4 18 22 45 
48 5288.916 6971.7 3 8 26 46 
49 5304.963 6983.764 3 9 21 47 
50 5318.559 6993.994 5 12 21 53 
51 5349.087 7016.956 3 16 21 54 
52 5360.344 7027.075 4 17 22 55 
53 5402.747 7065.214 3 15 29 59 
54 5411.763 7073.332 3 9 29 49 
55 5422.399 7082.661 4 9 21 48 
56 5483.474 7136.279 3 12 24 48 
57 5495.624 7146.943 3 8 27 46 
58 5508.64 7158.407 3 9 24 48 
59 5508.64 7158.407 4 12 21 57 
