T X Y S0 S1 S2 S3 
7 6600.879 8022.914 5 19 26 53 
8 6667.168 8075.865 4 11 20 52 
9 6708.862 8109.179 4 11 27 41 
10 6714.306 8113.527 5 17 21 50 
11 6775.316 8162.264 3 17 20 40 
12 6816.537 8195.177 5 19 23 55 
13 6845.924 8220.118 3 11 23 50 
14 6858.369 8230.648 3 14 25 47 
15 6868.512 8238.855 5 13 20 53 
16 6889.962 8256.223 3 15 20 47 
17 6911.605 8273.503 5 16 28 46 
18 6935.007 8292.184 5 8 24 55 
19 6942.472 8298.144 5 10 20 42 
20 6973.681 8322.651 4 11 25 50 
21 7011.435 8352.296 5 11 24 44 
22 7021.587 8360.524 4 14 28 57 
23 7035.937 8374.424 4 13 21 45 
24 7044.25 8381.762 3 14 22 58 
25 7049.727 8388.656 3 19 20 45 
26 7053.786 8393.771 5 18 26 41 
27 7057.109 8398.442 4 8 27 56 
28 7062.97 8406.448 4 11 23 44 
29 7074.776 8425.128 5 12 28 43 
30 7085.097 8440.251 4 12 28 52 
31 7098.381 8461.144 4 8 27 42 
32 7105.037 8471.608 3 15 25 41 
33 7121.481 8493.736 4 8 25 44 
34 7135.568 8507.635 5 13 26 48 
35 7147.19 8516.608 4 12 26 53 
36 7171.274 8535.211 5 8 21 54 
37 7189.653 8548.221 5 16 21 52 
38 7397.964 8671.648 5 8 29 49 
39 7413.938 8680.977 3 12 27 44 
40 7428.922 8689.717 3 14 23 50 
41 7468.334 8712.723 3 10 22 57 
42 7480.062 8719.573 4 9 22 40 
43 7499.489 8734.684 3 8 27 45 
44 7510.331 8743.113 4 11 21 54 
45 7540.53 8766.608 3 9 25 59 
46 7543.164 8768.854 4 19 26 58 
47 7552.693 8776.949 4 17 29 49 
48 7543.164 8768.854 3 18 25 48 
49 7540.53 8766.608 5 10 29 52 
50 7510.331 8743.113 3 19 28 54 
51 7499.489 8734.684 3 9 25 40 
52 7480.062 8719.573 4 14 24 55 
53 7468.334 8712.723 3 19 29 49 
54 7428.922 8689.717 5 8 25 57 
55 7413.938 8680.977 4 15 26 41 
56 7397.964 8671.648 5 17 25 42 
57 7189.653 8548.221 5 12 27 52 
58 7171.274 8535.211 4 19 27 54 
59 7171.274 8535.211 5 8 23 56 
