T X Y S0 S1 S2 S3 
1 6600.879 8022.914 4 18 27 46 
2 6667.168 8075.865 3 9 28 56 
3 6708.862 8109.179 3 16 27 42 
4 6714.306 8113.527 4 17 20 45 
5 6775.316 8162.264 4 16 21 46 
6 6816.537 8195.177 3 8 20 57 
7 6845.924 8220.118 4 8 27 50 
8 6858.369 8230.648 3 19 27 58 
9 6868.512 8238.855 4 14 21 44 
10 6889.962 8256.223 5 15 28 54 
11 6911.605 8273.503 4 8 25 54 
12 6935.007 8292.184 5 13 27 40 
13 6942.472 8298.144 5 15 22 58 
14 6973.681 8322.651 3 13 27 54 
15 7011.435 8352.296 3 17 22 57 
16 7021.587 8360.524 3 11 22 42 
17 7035.937 8374.424 3 17 20 52 
18 7044.25 8381.762 4 17 28 53 
19 7049.727 8388.656 4 18 29 51 
20 7053.786 8393.771 3 15 27 54 
21 7057.109 8398.442 5 10 26 48 
22 7062.97 8406.448 5 14 26 44 
23 7074.776 8425.128 5 13 28 56 
24 7085.097 8440.251 5 10 20 53 
25 7098.381 8461.144 3 8 20 47 
26 7105.037 8471.608 5 11 25 54 
27 7121.481 8493.736 5 16 29 45 
28 7135.568 8507.635 4 19 26 53 
29 7147.19 8516.608 5 11 25 57 
30 7171.274 8535.211 5 10 28 55 
31 7189.653 8548.221 3 8 24 50 
32 7397.964 8671.648 4 8 20 40 
33 7413.938 8680.977 4 17 21 48 
34 7428.922 8689.717 3 9 27 52 
35 7468.334 8712.723 5 15 22 51 
36 7480.062 8719.573 4 10 20 47 
37 7499.489 8734.684 4 13 26 46 
38 7510.331 8743.113 3 8 28 57 
39 7540.53 8766.608 4 17 20 58 
40 7543.164 8768.854 4 15 25 56 
41 7552.693 8776.949 4 19 20 57 
42 7543.164 8768.854 5 12 26 40 
43 7540.53 8766.608 4 17 29 51 
44 7510.331 8743.113 4 15 22 47 
45 7499.489 8734.684 4 17 28 46 
46 7480.062 8719.573 3 8 20 51 
47 7468.334 8712.723 4 9 27 42 
48 7428.922 8689.717 4 19 27 43 
49 7413.938 8680.977 4 13 29 51 
50 7397.964 8671.648 4 8 23 56 
51 7189.653 8548.221 4 14 26 51 
52 7171.274 8535.211 3 15 23 43 
53 7147.19 8516.608 3 14 28 55 
54 7135.568 8507.635 5 18 29 59 
55 7121.481 8493.736 4 15 27 41 
56 7105.037 8471.608 4 12 25 40 
57 7098.381 8461.144 3 18 25 44 
58 7085.097 8440.251 3 8 23 40 
59 7085.097 8440.251 3 10 21 57 
