T X Y S0 S1 S2 S3 
0 11660.137 5507.818 4 18 29 55 
1 11660.137 5507.818 3 12 24 52 
2 11660.137 5507.818 5 18 20 40 
3 11660.137 5507.818 4 18 29 57 
4 11660.137 5507.818 3 15 27 43 
5 11660.137 5507.818 4 15 21 45 
6 11660.137 5507.818 4 11 25 57 
7 11660.137 5507.818 3 8 22 41 
8 11660.137 5507.818 3 11 22 58 
9 11660.137 5507.818 5 15 26 50 
10 11660.137 5507.818 4 17 24 56 
11 11660.137 5507.818 5 18 23 50 
12 11660.137 5507.818 3 10 23 45 
13 11660.137 5507.818 4 13 29 51 
14 11660.137 5507.818 4 10 28 47 
15 11660.137 5507.818 5 16 28 44 
16 11660.137 5507.818 4 9 29 52 
17 11660.137 5507.818 4 11 22 59 
18 11660.137 5507.818 4 8 25 50 
19 11660.137 5507.818 4 8 28 55 
20 11660.137 5507.818 4 14 25 54 
21 11660.137 5507.818 5 19 26 44 
22 11660.137 5507.818 5 13 25 44 
23 11660.137 5507.818 3 17 26 55 
24 11660.137 5507.818 5 15 20 48 
25 11660.137 5507.818 4 8 26 45 
26 11660.137 5507.818 4 18 25 57 
27 11660.137 5507.818 3 17 21 45 
28 11660.137 5507.818 5 17 21 49 
29 11660.137 5507.818 5 10 20 53 
30 11660.137 5507.818 4 9 25 57 
31 11660.137 5507.818 4 16 26 41 
32 11660.137 5507.818 3 9 25 44 
33 11660.137 5507.818 4 18 24 41 
34 11660.137 5507.818 3 14 21 56 
35 11660.137 5507.818 3 10 25 41 
36 11660.137 5507.818 4 15 28 59 
37 11660.137 5507.818 5 17 23 53 
38 11660.137 5507.818 5 8 29 47 
39 11660.137 5507.818 3 8 26 43 
40 11660.137 5507.818 5 15 27 42 
41 11660.137 5507.818 5 11 28 41 
42 11660.137 5507.818 5 16 28 42 
43 11660.137 5507.818 3 19 22 44 
44 11660.137 5507.818 4 19 22 54 
45 11660.137 5507.818 4 17 22 48 
46 11660.137 5507.818 3 10 27 55 
47 11660.137 5507.818 5 12 28 42 
48 11660.137 5507.818 5 13 23 58 
49 11660.137 5507.818 3 8 28 46 
50 11660.137 5507.818 5 11 26 43 
51 11660.137 5507.818 4 18 25 56 
52 11660.137 5507.818 4 17 22 47 
53 11660.137 5507.818 4 10 23 59 
54 11660.137 5507.818 3 19 26 45 
55 11660.137 5507.818 3 11 22 47 
56 11660.137 5507.818 4 10 29 51 
57 11660.137 5507.818 4 9 25 54 
58 11660.137 5507.818 5 11 23 42 
59 11660.137 5507.818 3 8 23 58 
