T X Y S0 S1 S2 S3 
9 9670.254 7692.232 4 11 28 42 
10 9670.254 7692.232 5 14 24 46 
11 9670.254 7692.232 5 14 24 50 
12 9670.254 7692.232 4 8 20 47 
13 9670.254 7692.232 3 14 20 41 
14 9670.254 7692.232 3 12 28 59 
15 9689.413 7672.895 3 16 27 41 
16 9721.494 7636.779 3 12 24 51 
17 9726.791 7631.097 5 12 22 42 
18 9732.185 7624.658 5 14 25 41 
19 9792.814 7555.139 4 14 21 51 
20 9833.51 7508.437 4 10 29 53 
21 9844.209 7496.428 5 14 26 50 
22 9896.744 7437.829 4 11 20 51 
23 9933.317 7396.242 4 17 25 53 
24 9960.506 7365.997 4 11 27 53 
25 10012.254 7306.73 3 11 25 43 
26 10032.339 7284.491 4 11 21 42 
27 10103.996 7204.875 5 12 21 56 
28 10166.272 7133.043 3 19 24 46 
29 10275.643 7015.177 3 13 27 51 
30 10385.001 6896.443 3 19 22 44 
31 10421.209 6857.135 3 9 26 40 
32 10426.875 6850.986 3 17 29 52 
33 10429.656 6847.973 4 9 21 55 
34 10437.357 6839.611 4 15 20 52 
35 10442.129 6834.429 3 10 24 51 
36 10559.219 6707.5 5 19 29 43 
37 10815.885 6429.179 3 14 22 43 
38 10909.573 6327.325 3 10 22 56 
39 10932.908 6302.417 4 19 22 53 
40 11008.44 6219.799 5 17 26 59 
41 11031.161 6195.448 5 12 28 40 
42 11253.293 5954.044 5 10 24 46 
43 11260.96 5946.16 3 8 26 41 
44 11270.997 5935.552 3 14 29 58 
45 11326.111 5875.762 3 10 25 51 
46 11363.747 5836.066 4 10 29 43 
47 11368.134 5831.396 5 12 21 47 
48 11395.947 5800.728 5 8 23 58 
49 11475.526 5712.973 4 18 22 56 
50 11505.271 5679.17 3 13 28 45 
51 11660.137 5507.818 3 10 20 46 
52 11678.564 5487.136 4 14 26 40 
53 11701.908 5458.003 5 13 28 41 
54 11729.988 5426.09 5 18 23 43 
55 11701.908 5458.003 3 15 27 51 
56 11678.564 5487.136 5 12 23 53 
57 11660.137 5507.818 4 18 22 51 
58 11505.271 5679.17 5 18 21 47 
59 11505.271 5679.17 3 15 22 43 
