T X Y S0 S1 S2 S3 
5 9670.254 7692.232 3 16 20 52 
6 9670.254 7692.232 5 19 22 43 
7 9670.254 7692.232 5 11 21 53 
8 9670.254 7692.232 3 17 26 49 
9 9670.254 7692.232 5 10 21 47 
10 9670.254 7692.232 3 10 28 44 
11 9689.413 7672.895 4 12 27 49 
12 9721.494 7636.779 4 15 27 51 
13 9726.791 7631.097 3 10 29 56 
14 9732.185 7624.658 5 16 28 43 
15 9792.814 7555.139 4 18 20 43 
16 9833.51 7508.437 4 16 28 53 
17 9844.209 7496.428 4 14 25 53 
18 9896.744 7437.829 3 14 21 43 
19 9933.317 7396.242 3 17 27 59 
20 9960.506 7365.997 5 15 27 54 
21 10012.254 7306.73 5 14 29 49 
22 10032.339 7284.491 5 12 21 45 
23 10103.996 7204.875 5 16 29 59 
24 10166.272 7133.043 5 15 26 46 
25 10275.643 7015.177 4 9 27 57 
26 10385.001 6896.443 5 19 24 54 
27 10421.209 6857.135 3 14 27 40 
28 10426.875 6850.986 4 15 27 49 
29 10429.656 6847.973 4 11 28 54 
30 10437.357 6839.611 5 17 29 52 
31 10442.129 6834.429 3 9 24 46 
32 10559.219 6707.5 3 15 26 43 
33 10815.885 6429.179 3 8 29 43 
34 10909.573 6327.325 5 11 27 57 
35 10932.908 6302.417 3 10 25 56 
36 11008.44 6219.799 5 12 28 43 
37 11031.161 6195.448 5 14 24 43 
38 11253.293 5954.044 3 19 28 44 
39 11260.96 5946.16 5 14 27 43 
40 11270.997 5935.552 5 19 23 54 
41 11326.111 5875.762 3 19 27 57 
42 11363.747 5836.066 5 13 24 55 
43 11368.134 5831.396 3 14 25 54 
44 11395.947 5800.728 5 15 21 56 
45 11475.526 5712.973 4 19 20 47 
46 11505.271 5679.17 4 14 27 52 
47 11660.137 5507.818 5 13 28 54 
48 11678.564 5487.136 5 15 25 59 
49 11701.908 5458.003 4 16 26 54 
50 11729.988 5426.09 3 18 26 56 
51 11701.908 5458.003 5 13 22 53 
52 11678.564 5487.136 3 14 26 54 
53 11660.137 5507.818 4 15 28 58 
54 11505.271 5679.17 5 16 20 58 
55 11475.526 5712.973 5 12 25 43 
56 11395.947 5800.728 5 8 24 59 
57 11368.134 5831.396 4 8 23 41 
58 11363.747 5836.066 5 16 29 55 
59 11363.747 5836.066 3 8 22 55 
