2007-11-11,3027 X,3027 Y,3028 X,3028 Y,3029 X,3029 Y,3030 X,3030 Y,3031 X,3031 Y,3032 X,3032 Y,3033 X,3033 Y,3034 X,3034 Y,3035 X,3035 Y,3036 X,3036 Y
6:30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6:59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7:29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
