T X Y S0 S1 S2 
1 6362.816 3801.365 4 15 25 
2 6364.538 3807.47 4 17 20 
3 6366.687 3815.065 4 19 25 
4 6386.899 3886.796 3 18 22 
5 6366.687 3815.065 5 10 21 
6 6364.538 3807.47 4 12 24 
7 6362.816 3801.365 3 14 21 
8 6339.013 3716.891 5 13 21 
9 6362.816 3801.365 4 13 26 
10 6364.538 3807.47 4 19 20 
11 6366.687 3815.065 3 10 26 
12 6386.899 3886.796 3 17 29 
13 6366.687 3815.065 3 11 23 
14 6364.538 3807.47 3 15 27 
15 6362.816 3801.365 4 10 26 
16 6339.013 3716.891 4 17 20 
17 6362.816 3801.365 4 19 20 
18 6364.538 3807.47 5 14 23 
19 6366.687 3815.065 5 13 23 
20 6386.899 3886.796 5 17 26 
21 6366.687 3815.065 4 15 29 
22 6364.538 3807.47 5 19 20 
23 6362.816 3801.365 5 11 28 
24 6339.013 3716.891 4 15 22 
25 6362.816 3801.365 3 12 27 
26 6364.538 3807.47 4 11 29 
27 6366.687 3815.065 3 13 20 
28 6386.899 3886.796 3 10 27 
29 6386.899 3886.796 4 13 26 
