T X Y S0 S1 S2 
0 3791.062 5720.946 4 13 25 
1 3791.062 5720.946 3 16 27 
2 3791.062 5720.946 3 18 22 
3 3791.062 5720.946 4 17 21 
4 3791.062 5720.946 3 18 25 
5 3791.062 5720.946 5 14 28 
6 3791.062 5720.946 3 15 20 
7 3791.062 5720.946 4 18 28 
8 3791.062 5720.946 4 13 20 
9 3791.062 5720.946 4 11 26 
10 3791.062 5720.946 4 16 27 
11 3791.062 5720.946 3 13 27 
12 3791.062 5720.946 3 10 20 
13 3791.062 5720.946 4 18 21 
14 3791.062 5720.946 4 10 21 
15 3791.062 5720.946 3 13 24 
16 3791.062 5720.946 3 17 24 
17 3791.062 5720.946 3 11 21 
18 3791.062 5720.946 4 10 27 
19 3791.062 5720.946 3 16 28 
20 3791.062 5720.946 5 11 20 
21 3791.062 5720.946 4 16 28 
22 3791.062 5720.946 5 10 21 
23 3791.062 5720.946 5 13 21 
24 3791.062 5720.946 5 19 27 
25 3791.062 5720.946 4 18 21 
26 3791.062 5720.946 4 19 29 
27 3791.062 5720.946 5 15 28 
28 3791.062 5720.946 4 10 27 
29 3791.062 5720.946 3 11 24 
