T X Y S0 S1 S2 
0 3921.949 5832.952 5 18 28 
1 3921.949 5832.952 5 19 28 
2 3921.949 5832.952 4 14 23 
3 3921.949 5832.952 3 13 28 
4 3921.949 5832.952 3 16 25 
5 3921.949 5832.952 3 17 24 
6 3921.949 5832.952 3 14 20 
7 3921.949 5832.952 3 19 27 
8 3921.949 5832.952 4 19 24 
9 3921.949 5832.952 3 15 22 
10 3921.949 5832.952 4 16 25 
11 3921.949 5832.952 4 15 23 
12 3921.949 5832.952 3 10 22 
13 3921.949 5832.952 5 11 20 
14 3921.949 5832.952 3 18 25 
15 3921.949 5832.952 3 16 27 
16 3921.949 5832.952 5 10 27 
17 3921.949 5832.952 4 17 29 
18 3921.949 5832.952 5 19 21 
19 3921.949 5832.952 4 10 20 
20 3921.949 5832.952 4 18 21 
21 3921.949 5832.952 5 17 26 
22 3921.949 5832.952 4 17 23 
23 3921.949 5832.952 3 14 28 
24 3921.949 5832.952 5 10 27 
25 3921.949 5832.952 4 16 24 
26 3921.949 5832.952 3 16 24 
27 3921.949 5832.952 5 10 21 
28 3921.949 5832.952 5 11 25 
29 3921.949 5832.952 5 19 20 
