0	1	8	20	1	1
1	1	9	20	1	1
2	2	8	20	1	1
3	3	9	26	1	1
4	4	9	22	1	1
5	0	11	27	1	2
6	4	10	27	1	2
7	6	8	23	1	2
8	6	10	20	1	2
9	1	10	27	1	3
10	2	9	20	1	3
11	6	11	20	1	3
12	0	9	30	1	4
13	6	8	23	1	4
14	7	11	22	1	4
15	1	9	21	1	5
16	7	9	27	1	6
17	1	8	25	1	7
18	1	10	26	1	7
19	1	11	23	1	7
20	4	11	22	1	7
21	6	8	26	1	7
22	7	8	24	1	7
23	7	8	20	1	8
24	7	9	30	1	8
25	4	8	27	1	9
26	4	9	28	1	9
27	4	11	21	1	9
28	7	11	20	1	9
29	1	9	28	1	10
30	1	10	20	1	10
31	3	10	23	1	10
32	3	11	30	1	10
33	4	10	23	1	10
34	2	8	27	1	11
35	2	9	20	1	11
36	2	10	24	1	11
37	4	10	29	1	11
38	6	8	28	1	11
39	1	11	27	1	12
40	7	8	22	1	12
41	7	10	22	1	12
42	6	11	28	1	13
43	3	11	27	1	14
44	4	8	29	1	14
45	6	10	30	1	16
46	7	8	29	1	16
47	0	10	27	1	17
48	3	8	20	1	17
49	3	9	27	1	17
50	6	10	25	1	17
51	6	11	26	1	17
52	6	9	30	1	18
53	0	9	23	1	19
54	0	11	30	1	19
55	2	8	24	1	19
56	6	11	23	1	19
57	0	11	30	1	20
58	0	11	20	1	21
59	1	9	30	1	21
60	4	9	25	1	21
61	2	10	30	1	22
62	0	10	26	1	23
63	1	8	21	1	24
64	3	8	23	1	24
65	1	8	30	1	25
66	3	8	24	1	25
67	3	9	28	1	25
68	4	9	24	1	25
69	7	10	29	1	25
70	7	11	23	1	25
71	0	10	25	1	26
72	1	10	23	1	26
73	1	11	24	1	26
74	2	9	23	1	26
75	0	9	26	1	27
76	1	8	25	1	27
77	3	8	22	1	27
78	3	10	27	1	27
79	7	11	30	1	27
80	6	9	26	1	29
81	6	10	29	1	29
82	1	11	23	1	31
83	1	8	26	1	32
84	2	10	27	1	33
85	3	10	28	1	33
86	4	10	25	1	33
87	1	8	26	1	34
88	3	10	20	1	34
89	3	8	20	1	35
90	0	8	23	1	36
91	4	11	26	1	36
92	6	9	24	1	36
93	1	8	20	1	37
94	2	9	28	1	37
95	3	8	26	1	38
96	4	9	22	1	38
97	4	11	21	1	38
98	6	9	30	1	38
99	7	10	29	1	38
100	1	9	29	1	67
101	1	10	21	1	39
102	4	9	22	1	39
103	7	10	29	1	39
104	1	9	27	1	41
105	3	8	23	1	41
106	3	9	29	1	41
107	6	9	21	1	41
108	7	10	22	1	41
109	2	8	26	1	42
110	3	10	27	1	42
111	3	11	25	1	42
112	6	9	30	1	42
113	7	11	24	1	42
114	2	11	21	1	43
115	4	11	26	1	43
116	0	11	27	1	44
117	7	10	24	1	44
118	0	9	21	1	45
119	4	9	20	1	45
120	3	11	27	1	46
121	6	9	28	1	46
122	0	10	26	1	47
123	0	10	30	1	48
124	0	11	23	1	48
125	2	8	25	1	48
126	2	9	27	1	48
127	3	9	28	1	48
128	6	9	24	1	48
129	2	11	28	1	51
130	3	9	25	1	63
131	0	8	22	1	50
132	0	9	21	1	50
133	2	11	26	1	50
134	4	10	20	1	50
135	7	9	28	1	50
136	0	9	20	1	51
137	1	8	20	1	51
138	2	8	20	1	51
139	2	9	30	1	51
140	3	10	23	1	51
141	3	11	28	1	62
142	4	8	20	1	51
143	4	11	25	1	51
144	6	8	24	1	51
145	6	11	30	1	51
146	7	11	21	1	51
147	2	11	23	1	52
148	3	10	29	1	52
149	4	11	22	1	52
150	6	9	20	1	52
151	7	8	29	1	52
152	0	8	23	1	53
153	4	11	30	1	53
154	0	10	25	1	54
155	1	10	25	1	54
156	7	10	27	1	54
157	7	11	22	1	54
158	0	9	25	1	55
159	2	11	30	1	55
160	4	11	24	1	55
161	1	8	24	1	56
162	3	10	21	1	57
163	4	9	23	1	56
164	6	11	26	1	56
165	6	8	29	1	57
166	4	10	24	1	58
167	3	8	21	1	59
168	4	9	24	1	59
169	1	10	21	1	61
170	2	9	22	1	61
171	4	8	21	1	61
172	4	10	25	1	61
173	0	11	24	1	62
174	1	8	30	1	62
175	4	10	30	1	62
176	4	11	20	1	62
177	0	11	29	1	63
178	6	10	27	1	63
179	7	8	21	1	63
180	7	10	22	1	63
181	7	11	30	1	63
182	3	11	22	1	64
183	7	10	26	1	64
184	7	11	26	1	64
185	3	11	26	1	65
186	7	10	25	1	65
187	0	10	28	1	66
188	1	8	22	1	66
189	2	10	22	1	66
190	7	9	27	1	66
191	1	8	21	1	67
192	2	11	27	1	67
193	7	10	30	1	67
194	2	9	23	1	68
195	3	8	22	1	68
196	3	10	28	1	68
197	4	8	20	1	68
198	6	9	21	1	68
199	7	11	29	1	68
200	1	11	24	1	69
201	7	10	27	1	69
202	1	11	30	1	61
203	0	9	20	1	71
204	1	10	27	1	71
205	3	10	30	1	72
206	3	11	30	1	72
207	0	10	21	1	73
208	2	9	27	1	73
209	2	10	28	1	73
210	2	8	21	1	74
211	0	9	21	1	75
212	2	10	23	1	75
213	4	10	20	1	75
214	1	10	27	1	76
215	1	10	27	1	77
216	2	8	28	1	77
217	2	9	22	1	77
218	7	9	21	1	49
219	7	10	29	1	57
220	0	8	30	1	78
221	2	9	29	1	78
222	2	8	23	1	79
223	6	11	25	1	79
224	7	10	23	1	80
225	7	11	24	1	80
226	1	8	21	1	81
227	7	10	21	1	81
228	0	8	20	1	54
229	0	11	24	1	82
230	4	10	21	1	82
231	7	11	24	1	83
232	0	8	29	1	84
233	1	8	27	1	84
234	0	10	27	1	85
235	4	10	20	1	85
236	6	8	25	1	85
237	1	8	24	1	86
238	6	11	25	1	86
239	7	10	27	1	86
240	1	8	20	1	87
241	1	9	25	1	87
242	7	10	22	1	87
243	3	8	20	1	88
244	6	11	20	1	88
245	0	11	22	10	0
246	1	9	26	10	0
247	3	9	20	10	0
248	4	11	21	10	0
249	7	10	24	10	0
250	1	8	22	10	1
251	0	10	22	10	2
252	2	9	24	10	2
253	2	11	25	10	2
254	0	9	22	10	3
255	1	11	25	10	3
256	7	11	30	10	3
257	3	8	26	10	4
258	4	8	26	10	4
259	4	11	24	10	4
260	6	10	28	10	4
261	6	9	21	10	5
262	6	11	28	10	5
263	7	11	28	10	5
264	3	8	22	10	6
265	7	8	23	10	7
266	0	10	21	10	8
267	2	11	21	10	8
268	6	9	27	10	8
269	7	9	26	10	8
270	0	10	28	10	9
271	1	8	27	10	9
272	2	9	29	10	10
273	4	8	24	10	10
274	6	8	30	10	10
275	7	11	21	10	10
276	2	8	24	10	11
277	3	10	27	10	11
278	4	8	20	10	11
279	2	8	28	10	67
280	6	8	25	10	12
281	6	9	26	10	12
282	2	10	22	10	13
283	4	11	25	10	14
284	6	8	29	10	14
285	0	10	23	10	15
286	3	8	30	10	15
287	3	11	28	10	15
288	6	9	28	10	15
289	1	8	26	10	16
290	1	9	27	10	16
291	2	9	29	10	16
292	2	10	25	10	16
293	3	8	27	10	16
294	4	9	24	10	16
295	6	8	27	10	16
296	6	10	26	10	16
297	6	11	28	10	16
298	0	11	25	10	17
299	2	10	22	10	17
300	6	10	30	10	17
301	0	8	23	10	18
302	0	9	21	10	18
303	1	8	29	10	18
304	0	8	20	10	19
305	1	8	21	10	19
306	2	10	29	10	19
307	3	9	24	10	19
308	4	9	23	10	19
309	6	8	22	10	19
310	6	11	25	10	19
311	7	10	28	10	19
312	1	8	24	10	54
313	2	10	21	10	20
314	4	10	28	10	20
315	6	11	29	10	20
316	0	8	24	10	21
317	1	8	28	10	21
318	1	11	20	10	21
319	2	9	21	10	21
320	4	8	20	10	21
321	6	9	20	10	21
322	0	9	25	10	22
323	1	10	29	10	22
324	2	10	27	10	22
325	3	8	30	10	22
326	1	9	27	10	51
327	3	9	28	10	23
328	3	11	20	10	23
329	3	11	21	10	24
330	6	8	27	10	24
331	1	9	28	10	25
332	0	9	22	10	26
333	0	10	29	10	26
334	1	9	22	10	26
335	1	11	27	10	26
336	6	11	24	10	26
337	7	8	29	10	26
338	7	10	26	10	26
339	0	11	22	10	27
340	3	9	28	10	27
341	4	11	25	10	27
342	7	10	24	10	27
343	0	10	29	10	28
344	1	8	28	10	28
345	1	11	27	10	28
346	2	8	30	10	28
347	4	11	30	10	28
348	0	11	29	10	30
349	0	11	23	10	31
350	1	8	30	10	31
351	6	8	29	10	31
352	0	11	30	10	32
353	1	11	22	10	32
354	2	10	23	10	32
355	4	9	20	10	54
356	0	8	25	10	34
357	1	8	23	10	34
358	1	9	29	10	34
359	2	9	21	10	34
360	4	8	26	10	34
361	1	10	27	10	35
362	2	8	22	10	47
363	4	10	30	10	37
364	7	11	22	10	37
365	3	9	30	10	38
366	4	9	23	10	38
367	4	11	26	10	38
368	0	8	27	10	39
369	0	11	27	10	39
370	6	11	30	10	39
371	0	10	27	10	42
372	0	11	28	10	42
373	4	8	27	10	42
374	2	8	22	10	43
375	3	11	26	10	44
376	7	8	27	10	44
377	1	8	29	10	45
378	1	9	28	10	45
379	4	8	25	10	45
380	0	11	23	10	46
381	3	8	23	10	46
382	3	9	26	10	46
383	0	8	20	10	47
384	6	8	20	10	47
385	6	10	20	10	47
386	7	9	21	10	47
387	6	8	28	10	48
388	2	11	24	10	49
389	7	8	24	10	49
390	7	10	30	10	49
391	3	9	24	10	50
392	7	9	29	10	50
393	6	11	26	10	51
394	0	9	29	10	52
395	4	10	26	10	52
396	7	8	27	10	52
397	7	9	25	10	52
398	2	11	22	10	48
399	4	8	29	10	53
400	6	8	22	10	53
401	6	10	21	10	53
402	7	11	24	10	53
403	0	9	27	10	54
404	4	11	27	10	54
405	7	9	24	10	51
406	0	8	20	10	55
407	2	8	21	10	55
408	4	11	24	10	55
409	0	8	23	10	56
410	1	8	27	10	56
411	2	9	27	10	56
412	7	8	26	10	56
413	7	9	27	10	56
414	0	9	25	10	57
415	3	11	28	10	57
416	4	11	28	10	57
417	6	9	30	10	57
418	0	10	28	10	58
419	6	9	23	10	58
420	0	9	27	10	59
421	0	10	21	10	59
422	3	10	25	10	47
423	6	10	21	10	59
424	7	9	25	10	59
425	1	9	27	10	60
426	2	11	25	10	60
427	7	8	24	10	54
428	2	9	27	10	61
429	6	11	22	10	61
430	1	10	27	10	49
431	4	9	22	10	62
432	4	9	25	10	63
433	3	10	27	10	63
434	6	10	25	10	64
435	4	8	26	10	65
