ID	s	d	ts	te	LLC	size	parent	parentTime	replica
292	7	11	32	34	2	1		15		34			2	2	0	0	0
219	7	10	36	38	2	1		15		38			2	2	0	0	0
125	7	10	43	45	2	1		28		45			2	2	0	0	0
64	5	11	13	16	3	1		36		16			2	3	0	0	0
28	0	9	15	18	3	1		7		18			4	3	0	0	0
279	3	11	18	21	3	1		25		21			3	3	0	0	0
119	0	9	19	22	3	1		7		22			4	3	0	0	0
257	7	10	18	21	3	1		25		21			2	2	0	0	0
22	5	10	20	23	3	1		25		23			1	3	0	0	0
176	0	8	21	24	3	1		7		24			3	3	0	0	0
29	5	11	23	26	3	1		32		26			2	3	0	0	0
295	5	10	31	34	3	1		15		34			1	3	0	0	0
292	7	11	32	35	3	1		0		35			1	3	0	0	0
20	0	8	35	38	3	1		7		38			3	3	0	0	0
122	2	10	34	37	3	1		15		37			2	3	0	0	0
58	3	11	38	41	3	1		15		41			3	3	0	0	0
50	7	11	39	42	3	1		10		42			2	3	0	0	0
170	3	10	41	44	3	1		28		44			2	3	0	0	0
297	5	11	41	44	3	1		28		44			3	3	0	0	0
97	5	10	42	45	3	1		28		45			2	3	0	0	0
84	0	9	11	15	4	1		7		15			4	3	0	0	0
64	5	11	13	17	4	1		0		17			1	4	0	0	0
28	0	9	15	19	4	1		2		19			0	4	0	0	0
60	2	11	16	20	4	1		25		20			3	4	0	0	0
2	3	10	17	21	4	1		25		21			2	3	0	0	0
279	3	11	18	22	4	1		0		22			0	4	0	0	0
119	0	9	19	23	4	1		2		23			0	4	0	0	0
22	5	10	20	24	4	1		0		24			0	4	0	0	0
29	5	11	23	27	4	1		0		27			1	4	0	0	0
295	5	10	31	35	4	1		0		35			1	4	0	0	0
165	1	8	32	36	4	1		7		36			3	4	0	0	0
264	7	10	35	39	4	25		15		39			2	0	0	2	0
20	0	8	35	39	4	1		2		39			0	4	0	0	0
117	5	10	37	41	4	1		15		41			2	3	0	0	0
58	3	11	38	42	4	1		0		42			0	4	0	0	0
297	5	11	41	45	4	1		0		45			0	4	0	0	0
170	3	10	41	45	4	1		0		45			0	4	0	0	0
97	5	10	42	46	4	1		0		46			0	4	0	0	0
125	7	10	43	47	4	1		0		47			0	3	0	0	0
54	1	8	59	63	4	10		7		63			3	0	0	3	0
82	0	8	59	63	4	1		7		63			3	3	0	0	0
256	7	11	60	64	4	10		10		64			2	0	0	3	0
196	1	9	10	15	5	1		7		15			4	3	0	0	0
84	0	9	11	16	5	1		2		16			0	4	0	0	0
28	0	9	15	20	5	1		2		20			0	4	0	0	0
257	7	10	18	23	5	1		0		23			0	3	0	0	0
60	2	11	16	21	5	1		0		21			0	5	0	0	0
2	3	10	17	22	5	1		0		22			0	4	0	0	0
119	0	9	19	24	5	1		2		24			0	4	0	0	0
22	5	10	20	25	5	1		0		25			0	4	0	0	0
279	3	11	18	23	5	1		0		23			0	4	0	0	0
176	0	8	21	26	5	1		2		26			0	4	0	0	0
29	5	11	23	28	5	1		0		28			0	4	0	0	0
292	7	11	32	37	5	1		0		37			0	3	0	0	0
264	7	10	35	40	5	25		15		40			0	0	0	2	0
122	2	10	34	39	5	1		0		39			0	4	0	0	0
20	0	8	35	40	5	1		2		40			0	4	0	0	0
264	7	10	35	40	5	25		0		40			0	0	0	2	1
58	3	11	38	43	5	1		0		43			0	4	0	0	0
50	7	11	39	44	5	1		0		44			0	4	0	0	0
277	7	11	41	46	5	25		10		46			0	0	0	2	1
297	5	11	41	46	5	1		0		46			0	4	0	0	0
19	5	11	58	63	5	1		20		63			3	3	0	0	0
173	7	10	58	63	5	10		20		63			0	0	0	2	0
256	7	11	60	65	5	10		0		65			0	0	0	4	0
54	1	8	59	64	5	10		7		64			0	0	0	3	0
64	5	11	13	19	6	1		0		19			0	4	0	0	0
28	0	9	15	21	6	1		2		21			0	4	0	0	0
257	7	10	18	24	6	1		0		24			0	3	0	0	0
22	5	10	20	26	6	1		0		26			0	4	0	0	0
29	5	11	23	29	6	1		0		29			0	4	0	0	0
229	2	11	27	33	6	1		10		33			2	3	0	0	0
295	5	10	31	37	6	1		0		37			0	4	0	0	0
292	7	11	32	38	6	1		0		38			0	3	0	0	0
165	1	8	32	38	6	1		2		38			0	5	0	0	0
117	5	10	37	43	6	1		0		43			0	4	0	0	0
58	3	11	38	44	6	1		0		44			0	4	0	0	0
170	3	10	41	47	6	1		0		47			0	4	0	0	0
277	7	11	41	47	6	25		10		47			0	0	0	2	1
125	7	10	43	49	6	1		0		49			0	3	0	0	0
50	7	11	39	45	6	1		0		45			0	4	0	0	0
73	1	8	57	63	6	10		7		63			3	0	0	3	0
83	7	10	57	63	6	10		20		63			0	0	0	2	0
147	0	8	59	65	6	25		7		65			3	0	0	3	0
19	5	11	58	64	6	1		0		64			0	4	0	0	0
82	0	8	59	65	6	1		2		65			0	4	0	0	0
34	5	10	59	65	6	10		15		65			0	1	0	2	0
115	3	10	58	64	6	10		15		64			0	1	0	2	0
256	7	11	60	66	6	10		0		66			0	0	0	4	0
129	1	9	8	15	7	1		7		15			4	3	0	0	0
196	1	9	10	17	7	1		2		17			0	4	0	0	0
112	3	11	11	18	7	10		25		18			3	1	0	3	0
84	0	9	11	18	7	1		2		18			0	4	0	0	0
208	3	10	12	19	7	10		25		19			2	1	0	3	0
148	2	10	12	19	7	10		25		19			2	1	0	3	0
64	5	11	13	20	7	1		0		20			0	4	0	0	0
