T X Y S0 S1 S2 S3 
6 11668.623 5516.047 5 15 28 53 
7 11496.559 5706.968 3 8 24 48 
8 11484.713 5720.645 4 14 28 43 
9 11404.888 5808.856 3 18 28 45 
10 11399.694 5814.605 4 12 23 56 
11 11371.706 5845.406 5 13 24 41 
12 11345.482 5873.561 4 15 24 57 
13 11339.596 5879.877 3 12 20 42 
14 11280.723 5945.982 4 10 28 47 
15 11271.792 5956.123 3 10 24 59 
16 11224.658 6010.086 5 8 26 44 
17 11044.111 6206.456 4 10 27 58 
18 10944.893 6313.982 5 11 23 56 
19 10870.766 6394.264 4 12 29 58 
20 10826.993 6441.633 3 9 28 59 
21 10826.993 6441.633 5 10 27 44 
22 10826.993 6441.633 4 9 20 44 
23 10572.518 6718.953 4 9 22 54 
24 10504.617 6792.854 3 17 26 50 
25 10499.363 6798.569 4 13 25 41 
26 10489.013 6809.911 5 13 26 57 
27 10455.672 6847.117 4 17 27 41 
28 10450.68 6852.688 3 10 24 51 
29 10448.812 6854.734 3 19 23 48 
30 10440.944 6863.362 5 12 20 56 
31 10435.392 6869.356 5 14 28 58 
32 10288.766 7027.742 3 12 23 48 
33 10187.638 7137.825 5 12 22 49 
34 10117.119 7216.773 3 15 29 54 
35 10046.074 7297.167 5 10 26 53 
36 10034.497 7309.843 3 11 29 59 
37 10024.937 7320.296 5 9 24 45 
38 9974.33 7377.672 3 8 22 50 
39 9943.018 7413.477 5 10 23 45 
40 9910.654 7450.394 5 12 29 59 
41 9858.383 7509.105 3 9 23 51 
42 9839.527 7530.12 4 19 24 59 
43 9806.639 7566.815 5 14 21 53 
44 9745.515 7631.864 3 14 27 47 
45 9743.533 7633.976 4 19 21 55 
46 9742.007 7635.611 5 8 28 45 
47 9738.57 7639.236 3 14 24 57 
48 9733.386 7645.229 5 18 26 44 
49 9731.949 7646.119 4 13 25 46 
50 9721.487 7656.994 5 10 21 49 
51 9716.157 7661.864 5 11 29 44 
52 9709.344 7668.091 5 8 27 53 
53 9704.215 7672.784 5 15 20 53 
54 9661.619 7713.158 4 9 27 52 
55 9704.215 7672.784 4 12 23 56 
56 9709.344 7668.091 4 12 22 42 
57 9716.157 7661.864 3 18 25 54 
58 9721.487 7656.994 3 9 24 47 
59 9721.487 7656.994 5 15 26 56 
