T X Y S0 S1 S2 S3 
5 8862.373 7890.381 3 16 21 40 
6 8861.609 7891.949 3 12 23 45 
7 8822.168 7992.102 5 18 28 43 
8 8818.385 8000.664 3 15 23 48 
9 8815.758 8008.036 3 10 29 48 
10 8803.29 8045.731 3 19 20 49 
11 8775.325 8144.539 5 13 27 58 
12 8773.048 8152.034 5 13 20 49 
13 8768.477 8167.879 3 18 24 50 
14 8757.77 8204.951 5 10 25 51 
15 8747.978 8238.866 4 11 22 51 
16 8734.142 8286.791 3 16 23 44 
17 8732.788 8291.472 4 19 27 48 
18 8731.61 8295.786 5 19 27 49 
19 8719.697 8339.453 3 8 29 52 
20 8715.556 8354.631 3 15 22 45 
21 8714.44 8358.512 5 8 24 43 
22 8708.612 8378.76 5 15 28 51 
23 8703.688 8396.774 5 11 22 52 
24 8701.842 8403.368 3 19 22 57 
25 8701.394 8405.002 4 14 23 46 
26 8695.635 8426.229 3 16 22 56 
27 8691.591 8441.007 5 11 25 59 
28 8687.731 8455.129 4 10 28 51 
29 8682.14 8475.566 5 14 27 40 
30 8677.744 8491.667 4 14 20 59 
31 8675.379 8500.296 5 9 25 54 
32 8672.658 8506.412 3 19 27 55 
33 8666.964 8515.519 3 12 24 54 
34 8663.008 8521.868 3 14 24 59 
35 8666.964 8515.519 3 19 26 42 
36 8672.658 8506.412 3 8 20 55 
37 8675.379 8500.296 5 16 24 50 
38 8677.744 8491.667 4 18 24 53 
39 8682.14 8475.566 3 19 29 47 
40 8687.731 8455.129 3 13 24 55 
41 8691.591 8441.007 3 14 26 42 
42 8695.635 8426.229 3 18 23 42 
43 8701.394 8405.002 4 11 23 43 
44 8701.842 8403.368 4 9 20 58 
45 8703.688 8396.774 3 13 28 56 
46 8708.612 8378.76 4 10 25 57 
47 8714.44 8358.512 4 8 22 59 
48 8715.556 8354.631 4 11 24 40 
49 8719.697 8339.453 3 9 29 56 
50 8731.61 8295.786 3 18 22 47 
51 8732.788 8291.472 3 13 20 40 
52 8734.142 8286.791 3 18 22 44 
53 8747.978 8238.866 4 10 29 46 
54 8757.77 8204.951 5 19 23 47 
55 8768.477 8167.879 3 12 25 53 
56 8773.048 8152.034 4 12 24 55 
57 8775.325 8144.539 5 13 22 57 
58 8803.29 8045.731 4 17 28 56 
59 8803.29 8045.731 5 14 22 52 
