T X Y S0 S1 S2 S3 
0 5553.309 7197.759 5 10 29 55 
1 5553.309 7197.759 5 10 25 43 
2 5553.309 7197.759 4 11 29 54 
3 5553.309 7197.759 5 9 21 53 
4 5553.309 7197.759 5 17 20 51 
5 5553.309 7197.759 5 19 22 47 
6 5553.309 7197.759 3 8 27 58 
7 5553.309 7197.759 3 9 22 44 
8 5553.309 7197.759 3 16 21 58 
9 5553.309 7197.759 4 11 20 54 
10 5553.309 7197.759 5 16 20 55 
11 5553.309 7197.759 3 8 28 55 
12 5553.309 7197.759 5 12 24 47 
13 5553.309 7197.759 4 19 20 45 
14 5553.309 7197.759 4 18 29 47 
15 5553.309 7197.759 4 9 26 57 
16 5553.309 7197.759 5 11 26 44 
17 5553.309 7197.759 4 12 28 42 
18 5553.309 7197.759 3 18 25 52 
19 5553.309 7197.759 5 19 25 49 
20 5553.309 7197.759 5 18 24 52 
21 5553.309 7197.759 5 8 23 47 
22 5553.309 7197.759 5 19 21 45 
23 5553.309 7197.759 3 19 24 49 
24 5553.309 7197.759 4 18 20 52 
25 5553.309 7197.759 4 15 26 53 
26 5553.309 7197.759 3 14 23 52 
27 5553.309 7197.759 3 19 24 53 
28 5553.309 7197.759 4 12 25 52 
29 5553.309 7197.759 3 15 27 47 
30 5553.309 7197.759 4 8 26 46 
31 5553.309 7197.759 3 14 20 57 
32 5553.309 7197.759 4 9 29 49 
33 5553.309 7197.759 3 10 26 44 
34 5553.309 7197.759 5 8 26 46 
35 5553.309 7197.759 3 10 27 56 
36 5553.309 7197.759 4 10 23 41 
37 5553.309 7197.759 5 18 27 48 
38 5553.309 7197.759 5 13 25 51 
39 5553.309 7197.759 3 9 23 49 
40 5553.309 7197.759 3 19 28 49 
41 5553.309 7197.759 3 12 28 46 
42 5553.309 7197.759 4 16 24 51 
43 5553.309 7197.759 4 14 20 49 
44 5553.309 7197.759 3 8 28 52 
45 5553.309 7197.759 5 16 21 42 
46 5553.309 7197.759 4 9 24 41 
47 5553.309 7197.759 3 15 28 40 
48 5553.309 7197.759 5 10 23 59 
49 5553.309 7197.759 3 12 25 45 
50 5553.309 7197.759 5 12 25 50 
51 5553.309 7197.759 3 19 20 47 
52 5553.309 7197.759 5 12 26 45 
53 5553.309 7197.759 5 14 26 54 
54 5553.309 7197.759 5 16 27 40 
55 5553.309 7197.759 4 17 20 45 
56 5553.309 7197.759 3 15 28 50 
57 5553.309 7197.759 4 14 23 55 
58 5553.309 7197.759 5 18 22 56 
59 5553.309 7197.759 3 18 21 40 
