T X Y S0 S1 S2 S3 
8 11668.623 5516.047 5 17 20 41 
9 11496.559 5706.968 3 16 27 53 
10 11484.713 5720.645 3 15 24 44 
11 11404.888 5808.856 5 18 24 54 
12 11399.694 5814.605 4 13 28 40 
13 11371.706 5845.406 3 16 27 58 
14 11345.482 5873.561 5 8 27 52 
15 11339.596 5879.877 4 13 25 47 
16 11280.723 5945.982 5 9 27 59 
17 11271.792 5956.123 3 18 25 42 
18 11224.658 6010.086 5 12 20 50 
19 11044.111 6206.456 4 8 22 45 
20 10944.893 6313.982 3 10 23 50 
21 10870.766 6394.264 4 11 22 41 
22 10826.993 6441.633 4 9 27 56 
23 10826.993 6441.633 5 16 23 49 
24 10826.993 6441.633 5 17 29 40 
25 10572.518 6718.953 3 15 26 49 
26 10504.617 6792.854 4 17 28 40 
27 10499.363 6798.569 3 15 25 54 
28 10489.013 6809.911 3 17 29 49 
29 10455.672 6847.117 4 12 28 48 
30 10450.68 6852.688 3 9 25 52 
31 10448.812 6854.734 4 8 27 41 
32 10440.944 6863.362 3 11 25 41 
33 10435.392 6869.356 4 10 23 49 
34 10288.766 7027.742 5 18 21 54 
35 10187.638 7137.825 5 19 25 41 
36 10117.119 7216.773 4 11 25 45 
37 10046.074 7297.167 4 18 22 53 
38 10034.497 7309.843 5 17 29 47 
39 10024.937 7320.296 4 12 23 59 
40 9974.33 7377.672 4 14 24 55 
41 9943.018 7413.477 5 19 24 44 
42 9910.654 7450.394 3 19 26 55 
43 9858.383 7509.105 3 16 26 52 
44 9839.527 7530.12 5 13 27 47 
45 9806.639 7566.815 5 17 24 59 
46 9745.515 7631.864 3 18 28 42 
47 9743.533 7633.976 5 11 23 42 
48 9742.007 7635.611 4 16 23 44 
49 9738.57 7639.236 4 19 22 59 
50 9733.386 7645.229 3 12 20 56 
51 9731.949 7646.119 4 16 25 54 
52 9721.487 7656.994 5 15 27 53 
53 9716.157 7661.864 3 13 29 53 
54 9709.344 7668.091 4 12 20 48 
55 9704.215 7672.784 5 17 29 57 
56 9661.619 7713.158 5 13 28 41 
57 9704.215 7672.784 3 10 25 51 
58 9709.344 7668.091 5 9 29 41 
59 9709.344 7668.091 3 13 23 59 
