T X Y S0 S1 S2 S3 
0 9833.51 7508.437 5 9 22 56 
1 9833.51 7508.437 5 18 23 49 
2 9833.51 7508.437 4 17 28 42 
3 9833.51 7508.437 4 19 22 51 
4 9833.51 7508.437 4 8 25 45 
5 9833.51 7508.437 5 13 27 51 
6 9833.51 7508.437 3 10 23 42 
7 9833.51 7508.437 5 12 22 56 
8 9833.51 7508.437 5 17 29 59 
9 9833.51 7508.437 5 18 23 42 
10 9833.51 7508.437 4 11 24 51 
11 9833.51 7508.437 3 15 20 48 
12 9833.51 7508.437 3 18 22 44 
13 9833.51 7508.437 3 15 23 57 
14 9833.51 7508.437 3 10 21 54 
15 9833.51 7508.437 3 13 25 42 
16 9833.51 7508.437 3 15 23 45 
17 9833.51 7508.437 5 19 25 58 
18 9833.51 7508.437 3 12 25 56 
19 9833.51 7508.437 5 9 29 50 
20 9833.51 7508.437 5 14 27 46 
21 9833.51 7508.437 4 9 24 57 
22 9833.51 7508.437 3 10 26 56 
23 9833.51 7508.437 5 18 23 43 
24 9833.51 7508.437 5 9 26 42 
25 9833.51 7508.437 4 15 20 49 
26 9833.51 7508.437 5 10 23 46 
27 9833.51 7508.437 5 18 21 43 
28 9833.51 7508.437 5 15 29 44 
29 9833.51 7508.437 4 18 25 47 
30 9833.51 7508.437 4 13 28 59 
31 9833.51 7508.437 5 11 28 50 
32 9833.51 7508.437 3 16 26 40 
33 9833.51 7508.437 4 13 21 44 
34 9833.51 7508.437 3 14 24 58 
35 9833.51 7508.437 3 15 29 56 
36 9833.51 7508.437 3 19 24 42 
37 9833.51 7508.437 3 12 22 49 
38 9833.51 7508.437 5 17 21 43 
39 9833.51 7508.437 5 16 25 49 
40 9833.51 7508.437 4 13 27 41 
41 9833.51 7508.437 3 10 21 45 
42 9833.51 7508.437 3 17 21 56 
43 9833.51 7508.437 4 15 27 49 
44 9833.51 7508.437 5 16 25 50 
45 9833.51 7508.437 5 16 28 55 
46 9833.51 7508.437 3 19 27 45 
47 9833.51 7508.437 3 8 20 56 
48 9833.51 7508.437 4 11 21 40 
49 9833.51 7508.437 4 17 29 49 
50 9833.51 7508.437 3 19 24 49 
51 9833.51 7508.437 5 14 21 46 
52 9833.51 7508.437 5 11 20 53 
53 9833.51 7508.437 4 15 27 54 
54 9833.51 7508.437 5 17 22 49 
55 9833.51 7508.437 4 17 25 50 
56 9833.51 7508.437 4 17 20 50 
57 9833.51 7508.437 4 19 27 46 
58 9833.51 7508.437 5 17 22 49 
59 9833.51 7508.437 3 9 25 46 
