T X Y S0 S1 S2 S3 
3 9670.254 7692.232 3 19 26 48 
4 9670.254 7692.232 3 9 21 49 
5 9670.254 7692.232 5 15 28 44 
6 9689.413 7672.895 3 19 20 59 
7 9721.494 7636.779 4 8 27 53 
8 9726.791 7631.097 3 14 27 57 
9 9732.185 7624.658 4 11 25 44 
10 9792.814 7555.139 5 19 29 58 
11 9833.51 7508.437 4 14 26 58 
12 9844.209 7496.428 3 14 26 49 
13 9896.744 7437.829 3 13 28 54 
14 9933.317 7396.242 4 9 26 41 
15 9960.506 7365.997 5 11 21 49 
16 10012.254 7306.73 4 19 28 43 
17 10032.339 7284.491 5 14 23 50 
18 10103.996 7204.875 5 16 29 45 
19 10166.272 7133.043 4 17 27 42 
20 10275.643 7015.177 5 11 21 45 
21 10385.001 6896.443 3 17 22 45 
22 10421.209 6857.135 5 12 25 54 
23 10426.875 6850.986 4 19 22 41 
24 10429.656 6847.973 3 10 20 40 
25 10437.357 6839.611 5 11 23 47 
26 10442.129 6834.429 4 17 27 47 
27 10559.219 6707.5 3 14 25 56 
28 10815.885 6429.179 5 11 22 58 
29 10909.573 6327.325 3 8 29 43 
30 10932.908 6302.417 5 19 24 47 
31 11008.44 6219.799 3 15 28 46 
32 11031.161 6195.448 5 12 26 53 
33 11253.293 5954.044 3 8 22 55 
34 11260.96 5946.16 5 15 23 48 
35 11270.997 5935.552 4 19 21 50 
36 11326.111 5875.762 5 18 24 42 
37 11363.747 5836.066 5 15 21 45 
38 11368.134 5831.396 4 9 28 46 
39 11395.947 5800.728 3 15 26 48 
40 11475.526 5712.973 5 10 29 43 
41 11505.271 5679.17 5 18 29 44 
42 11660.137 5507.818 3 16 28 41 
43 11678.564 5487.136 4 15 25 49 
44 11701.908 5458.003 4 15 28 59 
45 11729.988 5426.09 5 18 28 56 
46 11701.908 5458.003 5 14 27 44 
47 11678.564 5487.136 4 15 28 58 
48 11660.137 5507.818 3 14 23 49 
49 11505.271 5679.17 5 11 29 46 
50 11475.526 5712.973 4 17 26 50 
51 11395.947 5800.728 5 18 22 44 
52 11368.134 5831.396 3 16 21 58 
53 11363.747 5836.066 4 14 25 57 
54 11326.111 5875.762 4 19 26 43 
55 11270.997 5935.552 4 11 28 46 
56 11260.96 5946.16 4 13 25 47 
57 11253.293 5954.044 5 13 27 44 
58 11031.161 6195.448 3 17 27 58 
59 11031.161 6195.448 4 17 27 42 
