T X Y S0 S1 S2 S3 
0 4334.009 6201.341 5 16 23 59 
1 4334.009 6201.341 5 8 28 43 
2 4334.009 6201.341 4 8 21 52 
3 4334.009 6201.341 4 10 25 55 
4 4334.009 6201.341 5 15 25 56 
5 4334.009 6201.341 5 17 20 57 
6 4334.009 6201.341 5 8 20 46 
7 4334.009 6201.341 5 19 20 45 
8 4334.009 6201.341 3 13 22 45 
9 4334.009 6201.341 5 9 24 47 
10 4334.009 6201.341 3 13 22 52 
11 4334.009 6201.341 5 12 29 57 
12 4334.009 6201.341 3 16 27 46 
13 4334.009 6201.341 4 11 25 48 
14 4334.009 6201.341 5 9 25 53 
15 4334.009 6201.341 5 11 22 42 
16 4334.009 6201.341 4 13 26 53 
17 4334.009 6201.341 4 8 23 46 
18 4334.009 6201.341 5 13 26 59 
19 4334.009 6201.341 5 19 29 42 
20 4334.009 6201.341 5 18 25 55 
21 4334.009 6201.341 5 11 26 51 
22 4334.009 6201.341 4 13 20 57 
23 4334.009 6201.341 5 18 27 52 
24 4334.009 6201.341 3 12 21 41 
25 4334.009 6201.341 5 8 29 43 
26 4334.009 6201.341 3 14 28 47 
27 4334.009 6201.341 3 19 21 51 
28 4334.009 6201.341 5 9 26 52 
29 4334.009 6201.341 5 16 21 40 
30 4334.009 6201.341 4 19 21 44 
31 4334.009 6201.341 3 15 26 59 
32 4334.009 6201.341 4 11 28 45 
33 4334.009 6201.341 3 12 23 46 
34 4334.009 6201.341 5 13 28 55 
35 4334.009 6201.341 4 17 21 41 
36 4334.009 6201.341 3 12 21 45 
37 4334.009 6201.341 3 18 27 53 
38 4334.009 6201.341 5 18 24 48 
39 4334.009 6201.341 3 9 28 45 
40 4334.009 6201.341 3 11 20 57 
41 4334.009 6201.341 5 12 28 48 
42 4334.009 6201.341 5 13 25 55 
43 4334.009 6201.341 4 17 26 44 
44 4334.009 6201.341 4 10 20 50 
45 4334.009 6201.341 3 16 25 52 
46 4334.009 6201.341 3 19 26 53 
47 4334.009 6201.341 3 16 27 48 
48 4334.009 6201.341 3 9 26 56 
49 4334.009 6201.341 3 13 23 50 
50 4334.009 6201.341 3 13 27 59 
51 4334.009 6201.341 3 12 28 49 
52 4334.009 6201.341 3 16 28 59 
53 4334.009 6201.341 3 11 25 48 
54 4334.009 6201.341 3 13 29 56 
55 4334.009 6201.341 4 13 29 50 
56 4334.009 6201.341 4 10 22 56 
57 4334.009 6201.341 5 11 26 53 
58 4334.009 6201.341 3 15 27 50 
59 4334.009 6201.341 5 18 21 47 
