T X Y S0 S1 S2 S3 
2 8862.373 7890.381 3 15 22 40 
3 8861.609 7891.949 3 19 26 44 
4 8822.168 7992.102 4 19 24 46 
5 8818.385 8000.664 4 16 26 55 
6 8815.758 8008.036 4 16 25 54 
7 8803.29 8045.731 4 11 29 45 
8 8775.325 8144.539 4 14 22 57 
9 8773.048 8152.034 3 8 20 52 
10 8768.477 8167.879 4 15 20 41 
11 8757.77 8204.951 3 8 23 59 
12 8747.978 8238.866 4 8 26 45 
13 8734.142 8286.791 3 16 25 44 
14 8732.788 8291.472 3 14 23 41 
15 8731.61 8295.786 4 14 21 53 
16 8719.697 8339.453 3 18 28 54 
17 8715.556 8354.631 5 17 28 57 
18 8714.44 8358.512 4 17 26 40 
19 8708.612 8378.76 5 10 26 42 
20 8703.688 8396.774 3 10 24 46 
21 8701.842 8403.368 4 14 21 40 
22 8701.394 8405.002 4 11 20 52 
23 8695.635 8426.229 3 18 27 49 
24 8691.591 8441.007 4 9 21 48 
25 8687.731 8455.129 3 16 21 48 
26 8682.14 8475.566 5 8 24 52 
27 8677.744 8491.667 3 15 27 49 
28 8675.379 8500.296 4 13 20 48 
29 8672.658 8506.412 4 12 25 41 
30 8666.964 8515.519 4 19 24 43 
31 8663.008 8521.868 3 11 28 50 
32 8666.964 8515.519 5 17 24 50 
33 8672.658 8506.412 4 18 21 52 
34 8675.379 8500.296 3 14 22 47 
35 8677.744 8491.667 3 12 25 46 
36 8682.14 8475.566 4 17 26 56 
37 8687.731 8455.129 3 16 28 44 
38 8691.591 8441.007 3 10 21 43 
39 8695.635 8426.229 3 8 26 58 
40 8701.394 8405.002 5 9 29 48 
41 8701.842 8403.368 5 17 26 44 
42 8703.688 8396.774 3 10 20 47 
43 8708.612 8378.76 4 16 24 49 
44 8714.44 8358.512 5 16 26 48 
45 8715.556 8354.631 3 9 27 48 
46 8719.697 8339.453 4 13 23 55 
47 8731.61 8295.786 5 10 24 40 
48 8732.788 8291.472 3 8 27 57 
49 8734.142 8286.791 3 11 27 47 
50 8747.978 8238.866 5 10 23 41 
51 8757.77 8204.951 4 19 24 51 
52 8768.477 8167.879 5 12 28 41 
53 8773.048 8152.034 5 9 25 54 
54 8775.325 8144.539 5 12 21 45 
55 8803.29 8045.731 5 18 29 53 
56 8815.758 8008.036 3 17 29 40 
57 8818.385 8000.664 3 11 20 42 
58 8822.168 7992.102 4 15 24 54 
59 8822.168 7992.102 3 11 20 59 
