T X Y S0 S1 S2 S3 
0 4048.982 5917.549 4 13 29 40 
1 4048.982 5917.549 4 18 28 51 
2 4048.982 5917.549 5 14 23 58 
3 4048.982 5917.549 5 8 27 52 
4 4048.982 5917.549 4 14 26 52 
5 4111.928 5978.406 4 9 29 44 
6 4199.441 6063.015 3 17 25 49 
7 4287.169 6153.194 3 15 24 52 
8 4320.543 6187.497 5 19 29 54 
9 4334.009 6201.341 5 14 29 41 
10 4370.272 6237.713 4 9 22 49 
11 4443.972 6311.646 4 12 20 52 
12 4580.284 6447.527 3 16 24 42 
13 4617.754 6484.777 3 12 22 55 
14 4656.361 6523.584 4 14 23 40 
15 4678.948 6545.489 5 15 22 55 
16 4722.609 6583.918 5 18 22 55 
17 4814.431 6647.344 5 11 29 52 
18 4839.088 6663.912 5 13 21 53 
19 4880.372 6691.322 4 11 20 54 
20 4887.744 6696.214 4 15 23 42 
21 4890.388 6697.971 3 11 23 51 
22 4920.543 6717.997 5 10 26 49 
23 5002.339 6772.316 5 17 26 46 
24 5022.958 6786.004 5 14 23 57 
25 5068.838 6815.137 5 17 29 53 
26 5075.318 6819.251 4 15 26 59 
27 5078.61 6821.509 4 8 25 51 
28 5089.501 6828.97 3 8 25 51 
29 5116.555 6847.495 3 11 24 44 
30 5127.439 6854.456 5 19 27 55 
31 5136.807 6860.449 3 18 24 41 
32 5146.009 6866.442 3 9 29 57 
33 5155.456 6872.781 5 8 26 42 
34 5157.882 6874.404 5 10 26 57 
35 5186.774 6894.753 4 11 20 50 
36 5218.046 6918.382 5 18 22 41 
37 5221.355 6920.883 3 13 20 46 
38 5241.036 6935.683 3 17 24 47 
39 5276.948 6962.693 5 16 25 42 
40 5288.916 6971.7 3 18 29 53 
41 5304.963 6983.764 3 15 23 45 
42 5318.559 6993.994 3 12 25 41 
43 5349.087 7016.956 4 14 27 49 
44 5360.344 7027.075 5 17 21 45 
45 5402.747 7065.214 5 17 21 47 
46 5411.763 7073.332 3 13 22 53 
47 5422.399 7082.661 3 16 21 53 
48 5483.474 7136.279 5 9 23 41 
49 5495.624 7146.943 3 9 22 50 
50 5508.64 7158.407 3 19 21 42 
51 5531.539 7178.578 4 9 22 42 
52 5553.309 7197.759 5 9 23 40 
53 5577.731 7220.665 4 9 27 55 
54 5609.83 7247.496 4 10 26 49 
55 5637.254 7272.037 5 14 27 56 
56 5652.539 7284.257 5 18 25 52 
57 5637.254 7272.037 3 14 23 57 
58 5609.83 7247.496 3 9 27 51 
59 5609.83 7247.496 5 9 25 40 
