T X Y S0 S1 S2 S3 
0 11395.947 5800.728 5 9 22 55 
1 11395.947 5800.728 4 18 21 42 
2 11395.947 5800.728 4 18 20 49 
3 11395.947 5800.728 5 9 26 51 
4 11395.947 5800.728 4 10 22 59 
5 11395.947 5800.728 5 18 27 56 
6 11395.947 5800.728 3 15 29 54 
7 11395.947 5800.728 3 16 24 40 
8 11395.947 5800.728 4 8 20 47 
9 11395.947 5800.728 5 10 22 58 
10 11395.947 5800.728 3 17 27 44 
11 11395.947 5800.728 3 13 21 43 
12 11395.947 5800.728 3 11 20 54 
13 11395.947 5800.728 5 11 24 43 
14 11395.947 5800.728 5 11 25 52 
15 11395.947 5800.728 4 8 27 51 
16 11395.947 5800.728 5 14 28 43 
17 11395.947 5800.728 4 16 27 59 
18 11395.947 5800.728 5 17 23 47 
19 11395.947 5800.728 5 13 28 59 
20 11395.947 5800.728 3 8 23 43 
21 11395.947 5800.728 5 9 22 47 
22 11395.947 5800.728 3 17 28 47 
23 11395.947 5800.728 5 19 21 41 
24 11395.947 5800.728 4 17 22 58 
25 11395.947 5800.728 3 18 27 45 
26 11395.947 5800.728 3 16 24 57 
27 11395.947 5800.728 4 10 23 51 
28 11395.947 5800.728 5 18 26 41 
29 11395.947 5800.728 4 10 25 52 
30 11395.947 5800.728 4 8 21 59 
31 11395.947 5800.728 5 9 29 58 
32 11395.947 5800.728 4 9 25 50 
33 11395.947 5800.728 5 16 29 43 
34 11395.947 5800.728 4 10 26 48 
35 11395.947 5800.728 4 13 23 54 
36 11395.947 5800.728 5 11 22 42 
37 11395.947 5800.728 5 17 21 42 
38 11395.947 5800.728 4 17 20 48 
39 11395.947 5800.728 3 17 20 46 
40 11395.947 5800.728 3 18 29 41 
41 11395.947 5800.728 3 9 27 59 
42 11395.947 5800.728 4 18 29 45 
43 11395.947 5800.728 4 14 29 48 
44 11395.947 5800.728 5 8 25 50 
45 11395.947 5800.728 3 19 29 43 
46 11395.947 5800.728 3 8 27 42 
47 11395.947 5800.728 5 9 20 58 
48 11395.947 5800.728 3 18 24 40 
49 11395.947 5800.728 3 11 29 44 
50 11395.947 5800.728 4 18 27 56 
51 11395.947 5800.728 4 8 26 44 
52 11395.947 5800.728 5 10 26 52 
53 11395.947 5800.728 4 10 29 42 
54 11395.947 5800.728 4 11 29 58 
55 11395.947 5800.728 4 8 21 48 
56 11395.947 5800.728 3 14 21 54 
57 11395.947 5800.728 4 8 27 55 
58 11395.947 5800.728 3 14 25 54 
59 11395.947 5800.728 3 8 23 55 
