T X Y S0 S1 S2 S3 
4 6600.879 8022.914 3 15 26 48 
5 6667.168 8075.865 4 17 20 53 
6 6708.862 8109.179 5 9 29 58 
7 6714.306 8113.527 5 12 20 57 
8 6775.316 8162.264 5 17 20 56 
9 6816.537 8195.177 5 16 26 49 
10 6845.924 8220.118 4 9 28 44 
11 6858.369 8230.648 5 16 24 41 
12 6868.512 8238.855 3 16 27 46 
13 6889.962 8256.223 3 15 21 52 
14 6911.605 8273.503 5 14 23 56 
15 6935.007 8292.184 5 15 29 42 
16 6942.472 8298.144 3 12 24 51 
17 6973.681 8322.651 5 15 28 49 
18 7011.435 8352.296 3 8 24 59 
19 7021.587 8360.524 5 19 29 59 
20 7035.937 8374.424 4 9 20 57 
21 7044.25 8381.762 3 17 20 50 
22 7049.727 8388.656 3 12 23 43 
23 7053.786 8393.771 5 13 23 48 
24 7057.109 8398.442 3 18 27 40 
25 7062.97 8406.448 5 17 20 57 
26 7074.776 8425.128 3 8 26 48 
27 7085.097 8440.251 4 9 22 54 
28 7098.381 8461.144 3 16 28 40 
29 7105.037 8471.608 4 17 21 48 
30 7121.481 8493.736 3 9 28 58 
31 7135.568 8507.635 5 16 26 42 
32 7147.19 8516.608 5 12 26 43 
33 7171.274 8535.211 3 9 27 49 
34 7189.653 8548.221 3 18 20 52 
35 7397.964 8671.648 5 19 23 42 
36 7413.938 8680.977 4 15 21 48 
37 7428.922 8689.717 5 17 27 45 
38 7468.334 8712.723 5 9 26 49 
39 7480.062 8719.573 5 12 27 53 
40 7499.489 8734.684 3 13 26 58 
41 7510.331 8743.113 5 12 24 48 
42 7540.53 8766.608 5 15 24 49 
43 7543.164 8768.854 4 17 28 55 
44 7552.693 8776.949 3 16 24 47 
45 7543.164 8768.854 4 12 22 59 
46 7540.53 8766.608 4 13 27 55 
47 7510.331 8743.113 3 19 20 40 
48 7499.489 8734.684 4 14 25 43 
49 7480.062 8719.573 5 8 26 46 
50 7468.334 8712.723 3 19 23 49 
51 7428.922 8689.717 4 13 25 40 
52 7413.938 8680.977 5 10 26 58 
53 7397.964 8671.648 3 13 29 41 
54 7189.653 8548.221 4 12 29 46 
55 7171.274 8535.211 3 17 21 48 
56 7147.19 8516.608 3 9 27 53 
57 7135.568 8507.635 5 18 20 58 
58 7121.481 8493.736 5 11 20 47 
59 7121.481 8493.736 3 18 20 47 
