T X Y S0 S1 S2 S3 
4 4048.982 5917.549 5 19 23 57 
5 4048.982 5917.549 3 12 27 54 
6 4048.982 5917.549 4 15 28 53 
7 4048.982 5917.549 5 11 21 55 
8 4048.982 5917.549 3 11 20 56 
9 4111.928 5978.406 5 18 25 46 
10 4199.441 6063.015 4 16 27 44 
11 4287.169 6153.194 3 14 21 45 
12 4320.543 6187.497 4 13 20 59 
13 4334.009 6201.341 3 13 20 50 
14 4370.272 6237.713 3 14 26 49 
15 4443.972 6311.646 3 13 23 41 
16 4580.284 6447.527 5 8 25 51 
17 4617.754 6484.777 3 14 22 52 
18 4656.361 6523.584 5 15 26 54 
19 4678.948 6545.489 4 13 21 42 
20 4722.609 6583.918 5 8 21 54 
21 4814.431 6647.344 4 14 28 42 
22 4839.088 6663.912 3 13 24 41 
23 4880.372 6691.322 5 14 23 42 
24 4887.744 6696.214 3 19 22 49 
25 4890.388 6697.971 5 11 26 51 
26 4920.543 6717.997 3 11 21 51 
27 5002.339 6772.316 5 12 20 43 
28 5022.958 6786.004 4 16 21 56 
29 5068.838 6815.137 4 17 22 55 
30 5075.318 6819.251 3 18 21 41 
31 5078.61 6821.509 3 19 28 51 
32 5089.501 6828.97 3 17 29 54 
33 5116.555 6847.495 3 14 26 46 
34 5127.439 6854.456 5 13 27 51 
35 5136.807 6860.449 3 16 25 49 
36 5146.009 6866.442 5 14 26 50 
37 5155.456 6872.781 3 8 21 42 
38 5157.882 6874.404 3 10 24 43 
39 5186.774 6894.753 4 13 24 40 
40 5218.046 6918.382 3 15 29 41 
41 5221.355 6920.883 4 19 24 50 
42 5241.036 6935.683 3 13 21 50 
43 5276.948 6962.693 5 13 23 48 
44 5288.916 6971.7 5 13 26 47 
45 5304.963 6983.764 5 14 20 58 
46 5318.559 6993.994 3 14 27 43 
47 5349.087 7016.956 4 13 24 49 
48 5360.344 7027.075 3 8 29 49 
49 5402.747 7065.214 3 17 25 40 
50 5411.763 7073.332 5 16 22 40 
51 5422.399 7082.661 4 8 29 56 
52 5483.474 7136.279 4 12 24 55 
53 5495.624 7146.943 5 17 28 58 
54 5508.64 7158.407 3 15 23 45 
55 5531.539 7178.578 4 8 28 57 
56 5553.309 7197.759 5 8 25 52 
57 5577.731 7220.665 3 11 21 53 
58 5609.83 7247.496 5 16 28 56 
59 5609.83 7247.496 5 12 23 40 
