T X Y S0 S1 S2 S3 
8 4048.982 5917.549 4 9 23 47 
9 4048.982 5917.549 3 14 29 50 
10 4048.982 5917.549 4 16 27 41 
11 4048.982 5917.549 4 9 24 47 
12 4048.982 5917.549 4 11 28 45 
13 4111.928 5978.406 3 11 28 52 
14 4199.441 6063.015 4 14 24 45 
15 4287.169 6153.194 4 14 26 56 
16 4320.543 6187.497 4 15 23 57 
17 4334.009 6201.341 3 15 26 56 
18 4370.272 6237.713 5 19 20 46 
19 4443.972 6311.646 3 19 24 42 
20 4580.284 6447.527 5 19 27 47 
21 4617.754 6484.777 4 11 28 54 
22 4656.361 6523.584 5 17 27 53 
23 4678.948 6545.489 3 12 26 44 
24 4722.609 6583.918 3 14 26 54 
25 4814.431 6647.344 5 10 25 53 
26 4839.088 6663.912 4 18 21 54 
27 4880.372 6691.322 5 19 26 44 
28 4887.744 6696.214 5 19 24 45 
29 4890.388 6697.971 5 16 29 46 
30 4920.543 6717.997 3 15 22 58 
31 5002.339 6772.316 3 12 29 51 
32 5022.958 6786.004 5 17 22 52 
33 5068.838 6815.137 5 18 27 57 
34 5075.318 6819.251 5 13 25 43 
35 5078.61 6821.509 3 19 23 46 
36 5089.501 6828.97 4 14 21 50 
37 5116.555 6847.495 4 17 23 51 
38 5127.439 6854.456 3 13 28 48 
39 5136.807 6860.449 4 15 21 49 
40 5146.009 6866.442 5 10 23 49 
41 5155.456 6872.781 4 13 24 53 
42 5157.882 6874.404 4 14 22 58 
43 5186.774 6894.753 5 10 24 55 
44 5218.046 6918.382 4 11 20 46 
45 5221.355 6920.883 5 10 27 44 
46 5241.036 6935.683 5 16 20 44 
47 5276.948 6962.693 4 13 20 46 
48 5288.916 6971.7 5 10 27 58 
49 5304.963 6983.764 4 9 27 42 
50 5318.559 6993.994 4 13 29 53 
51 5349.087 7016.956 3 10 27 58 
52 5360.344 7027.075 4 11 22 46 
53 5402.747 7065.214 5 19 25 52 
54 5411.763 7073.332 4 17 24 53 
55 5422.399 7082.661 4 19 25 44 
56 5483.474 7136.279 5 14 26 42 
57 5495.624 7146.943 4 19 26 56 
58 5508.64 7158.407 4 14 20 58 
59 5508.64 7158.407 4 8 23 55 
