T X Y S0 S1 S2 S3 
10 4048.982 5917.549 4 10 26 54 
11 4048.982 5917.549 5 13 26 58 
12 4111.928 5978.406 4 10 22 58 
13 4199.441 6063.015 4 16 22 45 
14 4287.169 6153.194 5 11 27 41 
15 4320.543 6187.497 4 14 25 55 
16 4334.009 6201.341 4 9 22 58 
17 4370.272 6237.713 3 10 20 43 
18 4443.972 6311.646 4 18 21 47 
19 4580.284 6447.527 5 9 28 59 
20 4617.754 6484.777 3 10 27 57 
21 4656.361 6523.584 5 10 25 53 
22 4678.948 6545.489 5 16 29 59 
23 4722.609 6583.918 5 15 21 54 
24 4814.431 6647.344 4 14 26 40 
25 4839.088 6663.912 3 10 29 51 
26 4880.372 6691.322 5 11 23 40 
27 4887.744 6696.214 3 8 29 41 
28 4890.388 6697.971 5 18 26 56 
29 4920.543 6717.997 5 16 24 58 
30 5002.339 6772.316 3 8 22 42 
31 5022.958 6786.004 3 12 21 51 
32 5068.838 6815.137 5 15 23 45 
33 5075.318 6819.251 3 18 27 59 
34 5078.61 6821.509 5 16 29 52 
35 5089.501 6828.97 4 12 27 51 
36 5116.555 6847.495 4 18 23 50 
37 5127.439 6854.456 4 9 27 51 
38 5136.807 6860.449 4 12 22 51 
39 5146.009 6866.442 4 18 21 50 
40 5155.456 6872.781 3 13 25 47 
41 5157.882 6874.404 5 8 23 52 
42 5186.774 6894.753 3 18 21 53 
43 5218.046 6918.382 5 12 29 58 
44 5221.355 6920.883 3 18 26 48 
45 5241.036 6935.683 5 9 24 45 
46 5276.948 6962.693 5 10 21 49 
47 5288.916 6971.7 4 13 26 53 
48 5304.963 6983.764 4 11 28 50 
49 5318.559 6993.994 4 13 26 51 
50 5349.087 7016.956 3 11 24 48 
51 5360.344 7027.075 3 18 22 42 
52 5402.747 7065.214 4 11 22 58 
53 5411.763 7073.332 3 9 20 54 
54 5422.399 7082.661 4 12 27 45 
55 5483.474 7136.279 5 13 26 49 
56 5495.624 7146.943 4 10 29 58 
57 5508.64 7158.407 5 10 27 49 
58 5531.539 7178.578 3 19 23 53 
59 5531.539 7178.578 4 9 27 56 
