T X Y S0 S1 S2 S3 
0 9657.375 7703.351 5 13 24 48 
1 9670.254 7692.232 3 12 26 50 
2 9670.254 7692.232 3 14 29 57 
3 9670.254 7692.232 5 11 28 52 
4 9689.413 7672.895 4 11 24 40 
5 9721.494 7636.779 5 17 29 49 
6 9726.791 7631.097 4 12 21 43 
7 9732.185 7624.658 3 10 23 52 
8 9792.814 7555.139 3 19 26 57 
9 9833.51 7508.437 5 16 26 59 
10 9844.209 7496.428 4 12 22 52 
11 9896.744 7437.829 3 14 20 43 
12 9933.317 7396.242 3 13 23 54 
13 9960.506 7365.997 4 19 28 47 
14 10012.254 7306.73 4 16 25 44 
15 10032.339 7284.491 5 14 24 50 
16 10103.996 7204.875 4 10 24 42 
17 10166.272 7133.043 4 8 28 50 
18 10275.643 7015.177 4 14 25 56 
19 10385.001 6896.443 5 10 26 46 
20 10421.209 6857.135 3 14 22 45 
21 10426.875 6850.986 3 13 28 53 
22 10429.656 6847.973 4 17 26 41 
23 10437.357 6839.611 3 13 29 58 
24 10442.129 6834.429 3 9 20 55 
25 10559.219 6707.5 3 17 26 40 
26 10815.885 6429.179 5 13 22 58 
27 10909.573 6327.325 3 9 28 53 
28 10932.908 6302.417 5 9 26 48 
29 11008.44 6219.799 3 13 28 48 
30 11031.161 6195.448 4 13 22 55 
31 11253.293 5954.044 4 12 26 49 
32 11260.96 5946.16 4 16 27 55 
33 11270.997 5935.552 4 12 24 59 
34 11326.111 5875.762 5 16 28 47 
35 11363.747 5836.066 5 10 26 55 
36 11368.134 5831.396 5 11 21 47 
37 11395.947 5800.728 5 15 22 44 
38 11475.526 5712.973 3 13 28 47 
39 11505.271 5679.17 5 18 20 55 
40 11660.137 5507.818 4 9 27 42 
41 11678.564 5487.136 5 17 21 45 
42 11701.908 5458.003 3 8 22 52 
43 11729.988 5426.09 3 12 27 48 
44 11701.908 5458.003 4 18 22 56 
45 11678.564 5487.136 3 19 22 40 
46 11660.137 5507.818 4 9 24 50 
47 11505.271 5679.17 4 9 27 59 
48 11475.526 5712.973 5 18 27 55 
49 11395.947 5800.728 4 15 26 46 
50 11368.134 5831.396 5 8 23 45 
51 11363.747 5836.066 3 13 20 56 
52 11326.111 5875.762 3 19 23 42 
53 11270.997 5935.552 3 13 29 40 
54 11260.96 5946.16 5 8 26 54 
55 11253.293 5954.044 3 15 25 56 
56 11031.161 6195.448 3 8 28 51 
57 11008.44 6219.799 5 18 27 56 
58 10932.908 6302.417 4 16 23 57 
59 10932.908 6302.417 3 17 20 52 
