T X Y S0 S1 S2 S3 
8 6600.879 8022.914 3 12 27 47 
9 6667.168 8075.865 5 13 26 54 
10 6708.862 8109.179 4 14 29 42 
11 6714.306 8113.527 3 18 20 54 
12 6775.316 8162.264 4 16 22 50 
13 6816.537 8195.177 3 8 25 45 
14 6845.924 8220.118 5 15 23 48 
15 6858.369 8230.648 4 11 20 57 
16 6868.512 8238.855 5 9 26 43 
17 6889.962 8256.223 3 9 21 45 
18 6911.605 8273.503 5 12 24 53 
19 6935.007 8292.184 4 13 24 52 
20 6942.472 8298.144 3 16 28 49 
21 6973.681 8322.651 5 14 28 48 
22 7011.435 8352.296 3 16 24 55 
23 7021.587 8360.524 3 18 24 40 
24 7035.937 8374.424 4 12 27 50 
25 7044.25 8381.762 3 14 25 50 
26 7049.727 8388.656 5 12 25 48 
27 7053.786 8393.771 4 9 23 46 
28 7057.109 8398.442 5 11 26 40 
29 7062.97 8406.448 3 11 28 51 
30 7074.776 8425.128 4 10 26 53 
31 7085.097 8440.251 4 17 20 49 
32 7098.381 8461.144 5 14 28 51 
33 7105.037 8471.608 5 12 25 57 
34 7121.481 8493.736 5 10 28 46 
35 7135.568 8507.635 4 19 23 50 
36 7147.19 8516.608 5 10 26 58 
37 7171.274 8535.211 4 8 23 49 
38 7189.653 8548.221 3 13 26 54 
39 7397.964 8671.648 4 17 20 44 
40 7413.938 8680.977 5 9 24 54 
41 7428.922 8689.717 4 13 23 46 
42 7468.334 8712.723 4 17 28 53 
43 7480.062 8719.573 3 8 28 41 
44 7499.489 8734.684 5 8 25 49 
45 7510.331 8743.113 3 16 20 58 
46 7540.53 8766.608 3 17 29 58 
47 7543.164 8768.854 5 13 24 59 
48 7552.693 8776.949 4 17 23 51 
49 7543.164 8768.854 4 17 29 46 
50 7540.53 8766.608 4 8 23 58 
51 7510.331 8743.113 3 9 25 52 
52 7499.489 8734.684 3 17 21 56 
53 7480.062 8719.573 4 15 26 52 
54 7468.334 8712.723 5 11 21 50 
55 7428.922 8689.717 5 16 25 48 
56 7413.938 8680.977 5 18 28 58 
57 7397.964 8671.648 5 12 24 55 
58 7189.653 8548.221 3 17 26 54 
59 7189.653 8548.221 4 12 22 52 
