T X Y S0 S1 S2 S3 
0 9670.254 7692.232 3 15 27 59 
1 9670.254 7692.232 5 9 23 46 
2 9670.254 7692.232 3 16 29 59 
3 9670.254 7692.232 3 16 20 53 
4 9670.254 7692.232 5 9 25 42 
5 9670.254 7692.232 3 11 27 45 
6 9670.254 7692.232 3 9 21 47 
7 9670.254 7692.232 3 17 23 55 
8 9670.254 7692.232 3 16 27 46 
9 9670.254 7692.232 4 9 23 50 
10 9670.254 7692.232 4 10 22 40 
11 9670.254 7692.232 3 14 27 57 
12 9670.254 7692.232 5 8 20 52 
13 9670.254 7692.232 3 9 24 56 
14 9670.254 7692.232 3 9 27 52 
15 9670.254 7692.232 3 10 25 45 
16 9670.254 7692.232 3 10 26 41 
17 9670.254 7692.232 4 12 21 48 
18 9670.254 7692.232 3 18 28 53 
19 9670.254 7692.232 4 15 24 47 
20 9670.254 7692.232 4 16 21 47 
21 9670.254 7692.232 4 9 20 47 
22 9670.254 7692.232 5 8 24 45 
23 9670.254 7692.232 5 16 24 53 
24 9670.254 7692.232 4 17 28 53 
25 9670.254 7692.232 3 14 29 54 
26 9670.254 7692.232 5 19 20 54 
27 9670.254 7692.232 5 18 24 40 
28 9670.254 7692.232 3 13 27 56 
29 9670.254 7692.232 4 18 23 49 
30 9670.254 7692.232 3 13 21 43 
31 9670.254 7692.232 4 16 23 47 
32 9670.254 7692.232 4 17 24 57 
33 9670.254 7692.232 5 9 25 56 
34 9670.254 7692.232 4 14 22 58 
35 9670.254 7692.232 3 11 26 52 
36 9670.254 7692.232 3 17 29 52 
37 9670.254 7692.232 4 8 26 54 
38 9670.254 7692.232 3 11 28 46 
39 9670.254 7692.232 5 17 22 59 
40 9670.254 7692.232 4 15 24 46 
41 9670.254 7692.232 5 19 21 58 
42 9670.254 7692.232 4 16 21 48 
43 9670.254 7692.232 4 17 28 53 
44 9670.254 7692.232 5 14 29 59 
45 9670.254 7692.232 3 17 26 40 
46 9670.254 7692.232 4 11 21 46 
47 9670.254 7692.232 4 12 22 55 
48 9670.254 7692.232 5 19 24 41 
49 9670.254 7692.232 4 12 20 54 
50 9670.254 7692.232 3 19 26 53 
51 9670.254 7692.232 5 12 25 48 
52 9670.254 7692.232 4 12 23 51 
53 9670.254 7692.232 3 18 26 48 
54 9670.254 7692.232 5 15 28 53 
55 9670.254 7692.232 5 8 20 45 
56 9670.254 7692.232 5 12 22 42 
57 9670.254 7692.232 3 13 22 40 
58 9670.254 7692.232 5 12 25 53 
59 9670.254 7692.232 3 16 25 46 
