T X Y S0 S1 S2 S3 
0 5652.539 7284.257 4 11 23 45 
1 5652.539 7284.257 5 15 21 58 
2 5652.539 7284.257 4 8 26 55 
3 5652.539 7284.257 3 14 29 50 
4 5652.539 7284.257 3 15 25 41 
5 5652.539 7284.257 3 8 27 41 
6 5652.539 7284.257 4 18 20 56 
7 5652.539 7284.257 5 9 27 43 
8 5652.539 7284.257 5 18 29 59 
9 5652.539 7284.257 3 11 20 57 
10 5652.539 7284.257 3 14 23 56 
11 5652.539 7284.257 3 19 28 49 
12 5652.539 7284.257 4 8 29 56 
13 5652.539 7284.257 4 18 27 55 
14 5652.539 7284.257 3 12 28 43 
15 5652.539 7284.257 5 18 24 54 
16 5652.539 7284.257 5 11 29 59 
17 5652.539 7284.257 5 18 22 48 
18 5652.539 7284.257 5 10 24 51 
19 5652.539 7284.257 4 17 28 53 
20 5652.539 7284.257 4 12 25 40 
21 5652.539 7284.257 4 8 20 50 
22 5652.539 7284.257 5 12 25 50 
23 5652.539 7284.257 4 12 20 56 
24 5652.539 7284.257 3 19 28 45 
25 5652.539 7284.257 4 13 23 47 
26 5652.539 7284.257 4 19 26 55 
27 5652.539 7284.257 5 13 25 44 
28 5652.539 7284.257 4 18 24 44 
29 5652.539 7284.257 3 15 20 54 
30 5652.539 7284.257 3 12 28 42 
31 5652.539 7284.257 3 13 24 59 
32 5652.539 7284.257 3 14 28 55 
33 5652.539 7284.257 3 17 25 45 
34 5652.539 7284.257 3 19 22 41 
35 5652.539 7284.257 4 18 26 58 
36 5652.539 7284.257 5 8 27 54 
37 5652.539 7284.257 4 11 24 42 
38 5652.539 7284.257 4 16 23 54 
39 5652.539 7284.257 4 17 29 50 
40 5652.539 7284.257 3 13 20 59 
41 5652.539 7284.257 3 12 25 56 
42 5652.539 7284.257 3 9 24 40 
43 5652.539 7284.257 5 11 26 53 
44 5652.539 7284.257 3 16 28 44 
45 5652.539 7284.257 4 12 27 53 
46 5652.539 7284.257 3 16 24 57 
47 5652.539 7284.257 5 15 26 44 
48 5652.539 7284.257 3 19 21 47 
49 5652.539 7284.257 3 15 25 42 
50 5652.539 7284.257 5 14 26 40 
51 5652.539 7284.257 4 15 25 43 
52 5652.539 7284.257 4 17 25 51 
53 5652.539 7284.257 4 9 26 51 
54 5652.539 7284.257 4 10 26 40 
55 5652.539 7284.257 4 8 27 57 
56 5652.539 7284.257 4 19 28 51 
57 5652.539 7284.257 5 12 28 40 
58 5652.539 7284.257 4 16 20 58 
59 5652.539 7284.257 5 18 24 49 
