T X Y S0 S1 S2 S3 
7 6600.879 8022.914 4 16 27 52 
8 6667.168 8075.865 3 18 26 41 
9 6708.862 8109.179 3 11 21 52 
10 6714.306 8113.527 4 19 27 59 
11 6775.316 8162.264 3 13 22 41 
12 6816.537 8195.177 3 15 29 47 
13 6845.924 8220.118 3 11 25 58 
14 6858.369 8230.648 4 18 23 44 
15 6868.512 8238.855 4 19 23 45 
16 6889.962 8256.223 5 10 20 50 
17 6911.605 8273.503 3 10 28 52 
18 6935.007 8292.184 4 16 25 42 
19 6942.472 8298.144 3 12 20 51 
20 6973.681 8322.651 4 13 22 57 
21 7011.435 8352.296 5 10 22 55 
22 7021.587 8360.524 5 15 29 40 
23 7035.937 8374.424 4 12 25 45 
24 7044.25 8381.762 5 17 23 51 
25 7049.727 8388.656 3 15 29 44 
26 7053.786 8393.771 3 12 22 41 
27 7057.109 8398.442 3 18 21 54 
28 7062.97 8406.448 4 14 23 41 
29 7074.776 8425.128 5 9 26 51 
30 7085.097 8440.251 4 19 28 57 
31 7098.381 8461.144 3 10 24 40 
32 7105.037 8471.608 3 11 21 41 
33 7121.481 8493.736 3 14 24 56 
34 7135.568 8507.635 4 9 23 45 
35 7147.19 8516.608 4 11 25 54 
36 7171.274 8535.211 4 13 28 52 
37 7189.653 8548.221 4 11 21 55 
38 7397.964 8671.648 4 15 25 41 
39 7413.938 8680.977 4 8 21 57 
40 7428.922 8689.717 3 17 21 53 
41 7468.334 8712.723 4 17 22 49 
42 7480.062 8719.573 5 8 21 46 
43 7499.489 8734.684 5 14 22 49 
44 7510.331 8743.113 3 17 21 49 
45 7540.53 8766.608 4 9 21 59 
46 7543.164 8768.854 4 15 25 43 
47 7552.693 8776.949 4 10 25 57 
48 7543.164 8768.854 3 8 21 45 
49 7540.53 8766.608 5 9 20 53 
50 7510.331 8743.113 4 15 22 40 
51 7499.489 8734.684 4 15 25 48 
52 7480.062 8719.573 5 14 26 43 
53 7468.334 8712.723 3 8 23 45 
54 7428.922 8689.717 3 17 26 57 
55 7413.938 8680.977 3 13 29 41 
56 7397.964 8671.648 4 16 28 49 
57 7189.653 8548.221 4 11 23 52 
58 7171.274 8535.211 4 12 21 42 
59 7171.274 8535.211 4 9 29 48 
