T X Y S0 S1 S2 
0 3755.318 5706.557 5 15 20 
1 3755.318 5706.557 4 14 28 
2 3755.318 5706.557 4 15 26 
3 3755.318 5706.557 3 11 22 
4 3755.318 5706.557 3 11 27 
5 3755.318 5706.557 3 11 23 
6 3755.318 5706.557 5 10 23 
7 3755.318 5706.557 3 15 26 
8 3755.318 5706.557 3 16 20 
9 3755.318 5706.557 4 14 27 
10 3755.318 5706.557 4 17 28 
11 3755.318 5706.557 5 19 22 
12 3755.318 5706.557 3 13 27 
13 3755.318 5706.557 3 14 29 
14 3755.318 5706.557 4 17 22 
15 3755.318 5706.557 3 14 23 
16 3755.318 5706.557 3 11 21 
17 3755.318 5706.557 3 13 20 
18 3755.318 5706.557 5 16 24 
19 3755.318 5706.557 5 10 29 
20 3755.318 5706.557 5 11 22 
21 3755.318 5706.557 4 10 22 
22 3755.318 5706.557 5 19 27 
23 3755.318 5706.557 4 13 23 
24 3755.318 5706.557 3 19 25 
25 3755.318 5706.557 5 19 27 
26 3755.318 5706.557 4 17 21 
27 3755.318 5706.557 3 15 23 
28 3755.318 5706.557 3 14 21 
29 3755.318 5706.557 3 12 28 
