T X Y S0 S1 S2 
0 7870.646 8974.098 5 19 24 
1 7870.646 8974.098 3 14 29 
2 7870.646 8974.098 4 15 24 
3 7870.646 8974.098 5 13 23 
4 7870.646 8974.098 3 14 20 
5 7870.646 8974.098 3 10 25 
6 7870.646 8974.098 4 11 24 
7 7870.646 8974.098 4 15 20 
8 7870.646 8974.098 5 18 29 
9 7870.646 8974.098 5 16 20 
10 7870.646 8974.098 3 15 24 
11 7870.646 8974.098 5 12 27 
12 7870.646 8974.098 5 16 27 
13 7870.646 8974.098 3 10 28 
14 7870.646 8974.098 5 14 23 
15 7870.646 8974.098 5 10 20 
16 7870.646 8974.098 5 16 28 
17 7870.646 8974.098 5 18 26 
18 7870.646 8974.098 5 17 25 
19 7870.646 8974.098 3 17 28 
20 7870.646 8974.098 3 18 24 
21 7870.646 8974.098 3 16 29 
22 7870.646 8974.098 4 16 27 
23 7870.646 8974.098 4 14 24 
24 7870.646 8974.098 4 15 21 
25 7870.646 8974.098 5 17 22 
26 7870.646 8974.098 5 14 21 
27 7870.646 8974.098 5 15 23 
28 7870.646 8974.098 4 12 21 
29 7870.646 8974.098 4 10 20 
