T X Y S0 S1 S2 
0 7195.353 6814.67 4 12 27 
1 7207.232 6852.365 3 16 23 
2 7212.349 6870.245 4 13 20 
3 7231.752 6937.196 5 10 22 
4 7233.429 6942.989 3 11 21 
5 7234.494 6946.892 3 19 23 
6 7253.509 7016.822 3 16 26 
7 7254.957 7022.983 4 19 22 
8 7258.482 7037.949 4 10 24 
9 7262.314 7052.794 5 12 22 
10 7285.454 7142.473 4 18 25 
11 7313.531 7243.738 3 13 22 
12 7285.454 7142.473 3 17 27 
13 7262.314 7052.794 5 13 22 
14 7258.482 7037.949 4 18 22 
15 7254.957 7022.983 3 12 21 
16 7253.509 7016.822 5 11 28 
17 7234.494 6946.892 3 18 21 
18 7233.429 6942.989 3 14 27 
19 7231.752 6937.196 3 17 27 
20 7212.349 6870.245 3 18 27 
21 7207.232 6852.365 5 19 21 
22 7195.353 6814.67 4 17 29 
23 7207.232 6852.365 3 15 27 
24 7212.349 6870.245 5 13 28 
25 7231.752 6937.196 5 18 28 
26 7233.429 6942.989 4 14 21 
27 7234.494 6946.892 4 10 28 
28 7253.509 7016.822 5 12 20 
29 7253.509 7016.822 5 12 28 
