T X Y S0 S1 S2 
6 7672.205 12189.232 4 14 28 
7 7691.575 12117.134 5 13 29 
8 7672.205 12189.232 5 15 25 
9 7691.575 12117.134 5 16 23 
10 7672.205 12189.232 3 12 28 
11 7691.575 12117.134 3 12 24 
12 7672.205 12189.232 3 17 25 
13 7691.575 12117.134 5 17 21 
14 7672.205 12189.232 4 11 26 
15 7691.575 12117.134 3 12 28 
16 7672.205 12189.232 3 17 21 
17 7691.575 12117.134 4 15 28 
18 7672.205 12189.232 3 11 27 
19 7691.575 12117.134 4 11 24 
20 7672.205 12189.232 4 12 27 
21 7691.575 12117.134 4 10 26 
22 7672.205 12189.232 5 19 29 
23 7691.575 12117.134 3 15 23 
24 7672.205 12189.232 4 11 26 
25 7691.575 12117.134 5 10 29 
26 7672.205 12189.232 3 10 25 
27 7691.575 12117.134 4 10 23 
28 7672.205 12189.232 5 13 28 
29 7672.205 12189.232 3 18 22 
