T X Y S0 S1 S2 
2 8810.905 8664.309 3 14 29 
3 8805.119 8670.102 3 11 26 
4 8799.973 8675.929 5 13 29 
5 8781.454 8697.678 5 16 28 
6 8767.925 8713.579 4 11 27 
7 8764.698 8717.36 3 14 20 
8 8761.401 8721.24 5 19 29 
9 8756.833 8726.311 5 16 26 
10 8744.26 8740.288 5 11 29 
11 8722.158 8764.851 3 10 29 
12 8715.766 8771.956 5 15 28 
13 8710.374 8777.95 3 12 21 
14 8693.769 8796.375 4 10 20 
15 8665.985 8827.198 3 17 22 
16 8664.328 8829.022 5 12 22 
17 8659.436 8834.437 5 17 23 
18 8655.008 8839.318 4 19 24 
19 8631.591 8865.127 4 19 29 
20 8616.993 8881.161 3 12 22 
21 8587.536 8913.519 4 17 22 
22 8581.354 8921.169 5 12 29 
23 8575.411 8927.318 4 12 29 
24 8547.706 8959.142 5 13 22 
25 8546.233 8960.832 5 18 20 
26 8529.478 8980.08 5 13 27 
27 8526.243 8983.794 3 19 20 
28 8520.737 8990.099 5 10 20 
29 8520.737 8990.099 4 10 28 
