T X Y S0 S1 S2 
5 9243.071 8541.216 4 17 27 
6 9202.562 8531.953 5 19 22 
7 9243.071 8541.216 4 10 24 
8 9202.562 8531.953 4 17 23 
9 9243.071 8541.216 4 17 20 
10 9202.562 8531.953 5 16 26 
11 9243.071 8541.216 5 17 28 
12 9202.562 8531.953 3 10 26 
13 9243.071 8541.216 5 10 26 
14 9202.562 8531.953 5 19 29 
15 9243.071 8541.216 3 10 28 
16 9202.562 8531.953 5 10 25 
17 9243.071 8541.216 5 10 21 
18 9202.562 8531.953 4 14 28 
19 9243.071 8541.216 5 15 27 
20 9202.562 8531.953 4 10 26 
21 9243.071 8541.216 4 19 23 
22 9202.562 8531.953 5 11 28 
23 9243.071 8541.216 3 10 25 
24 9202.562 8531.953 5 12 28 
25 9243.071 8541.216 3 18 23 
26 9202.562 8531.953 4 15 27 
27 9243.071 8541.216 3 12 29 
28 9202.562 8531.953 3 12 28 
29 9202.562 8531.953 4 14 27 
