T X Y S0 S1 S2 S3 
3 7549.8 8789.725 4 11 20 58 
4 7548.929 8794.574 3 9 23 47 
5 7523.277 8826.042 4 19 21 55 
6 7510.461 8839.952 5 19 23 59 
7 7486.439 8870.308 4 18 25 54 
8 7473.568 8887.054 3 14 26 53 
9 7460.959 8905.88 5 11 26 55 
10 7451.6 8922.036 5 16 21 41 
11 7443.266 8938.615 3 11 25 57 
12 7430.902 8966.314 3 19 28 55 
13 7418.389 9004.354 4 16 29 48 
14 7415.58 9012.071 4 10 26 48 
15 7401.726 9050.945 5 10 20 56 
16 7383.84 9094.978 3 15 21 56 
17 7376.949 9114.326 5 8 20 53 
18 7371.495 9131.672 5 9 21 48 
19 7358.133 9169.879 5 10 20 46 
20 7338.251 9223.408 5 17 20 55 
21 7329.869 9245.291 5 10 28 59 
22 7322.605 9270.143 3 19 27 52 
23 7318.54 9300.766 5 10 22 43 
24 7317.556 9324.228 3 17 23 46 
25 7317.062 9357.476 4 17 22 44 
26 7317.622 9386.987 4 17 22 55 
27 7318.999 9414.029 4 12 29 44 
28 7320.09 9447.555 4 14 26 44 
29 7320.09 9447.555 4 10 20 52 
