T X Y S0 S1 S2 S3 
1 11668.623 5516.047 4 12 22 59 
2 11496.559 5706.968 5 8 20 41 
3 11484.713 5720.645 3 17 26 42 
4 11404.888 5808.856 4 18 28 42 
5 11399.694 5814.605 5 8 29 44 
6 11371.706 5845.406 3 15 28 50 
7 11345.482 5873.561 4 17 27 49 
8 11339.596 5879.877 4 9 27 41 
9 11280.723 5945.982 4 19 20 57 
10 11271.792 5956.123 3 11 26 59 
11 11224.658 6010.086 4 8 23 42 
12 11044.111 6206.456 5 8 29 48 
13 10944.893 6313.982 5 14 29 59 
14 10870.766 6394.264 4 11 27 44 
15 10826.993 6441.633 4 10 26 46 
16 10572.518 6718.953 4 14 29 41 
17 10504.617 6792.854 3 10 21 53 
18 10499.363 6798.569 4 17 28 41 
19 10489.013 6809.911 4 16 21 57 
20 10455.672 6847.117 4 19 21 52 
21 10450.68 6852.688 4 18 20 43 
22 10448.812 6854.734 5 17 26 47 
23 10440.944 6863.362 4 12 22 46 
24 10435.392 6869.356 3 15 27 41 
25 10288.766 7027.742 3 11 25 43 
26 10187.638 7137.825 3 8 21 53 
27 10117.119 7216.773 5 19 26 46 
28 10046.074 7297.167 5 11 21 59 
29 10046.074 7297.167 3 9 23 40 
