T X Y S0 S1 S2 S3 
0 7523.277 8826.042 4 11 29 59 
1 7523.277 8826.042 4 13 23 47 
2 7523.277 8826.042 3 8 20 50 
3 7523.277 8826.042 3 14 27 43 
4 7523.277 8826.042 3 12 25 53 
5 7523.277 8826.042 4 13 24 54 
6 7523.277 8826.042 3 8 20 46 
7 7523.277 8826.042 5 14 21 51 
8 7523.277 8826.042 5 8 25 52 
9 7523.277 8826.042 5 15 29 44 
10 7523.277 8826.042 5 12 22 54 
11 7523.277 8826.042 3 14 24 46 
12 7523.277 8826.042 4 9 28 58 
13 7523.277 8826.042 4 19 23 51 
14 7523.277 8826.042 5 10 26 41 
15 7523.277 8826.042 3 15 28 49 
16 7523.277 8826.042 4 11 24 49 
17 7523.277 8826.042 3 14 24 42 
18 7523.277 8826.042 3 17 20 53 
19 7523.277 8826.042 5 13 24 45 
20 7523.277 8826.042 5 17 23 47 
21 7523.277 8826.042 3 10 29 58 
22 7523.277 8826.042 5 16 29 54 
23 7523.277 8826.042 3 9 22 55 
24 7523.277 8826.042 3 12 24 41 
25 7523.277 8826.042 5 17 26 52 
26 7523.277 8826.042 5 15 26 53 
27 7523.277 8826.042 5 9 23 42 
28 7523.277 8826.042 5 13 22 58 
29 7523.277 8826.042 5 8 21 43 
