T X Y S0 S1 S2 S3 
10 4111.928 5978.406 3 10 25 51 
11 4199.441 6063.015 3 15 29 55 
12 4287.169 6153.194 3 12 21 49 
13 4320.543 6187.497 5 10 29 59 
14 4334.009 6201.341 3 14 20 56 
15 4370.272 6237.713 3 19 20 48 
16 4443.972 6311.646 3 16 27 58 
17 4580.284 6447.527 3 16 29 45 
18 4617.754 6484.777 5 19 28 57 
19 4656.361 6523.584 5 9 22 52 
20 4678.948 6545.489 3 15 21 40 
21 4722.609 6583.918 3 9 23 41 
22 4814.431 6647.344 5 8 28 52 
23 4839.088 6663.912 5 11 25 53 
24 4880.372 6691.322 5 14 27 53 
25 4887.744 6696.214 4 12 26 44 
26 4890.388 6697.971 3 8 28 55 
27 4920.543 6717.997 3 16 29 51 
28 5002.339 6772.316 4 12 23 59 
29 5002.339 6772.316 5 16 23 45 
