T X Y S0 S1 S2 S3 
0 10024.937 7320.296 4 9 29 49 
1 10024.937 7320.296 4 9 23 44 
2 10024.937 7320.296 3 18 28 50 
3 10024.937 7320.296 4 14 20 43 
4 10024.937 7320.296 4 19 20 59 
5 10024.937 7320.296 3 14 21 53 
6 10024.937 7320.296 4 8 23 43 
7 10024.937 7320.296 4 19 22 53 
8 10024.937 7320.296 4 19 24 51 
9 10024.937 7320.296 3 8 26 48 
10 10024.937 7320.296 4 9 28 54 
11 10024.937 7320.296 5 15 23 48 
12 10024.937 7320.296 5 19 24 45 
13 10024.937 7320.296 4 17 24 54 
14 10024.937 7320.296 3 18 28 59 
15 10024.937 7320.296 3 9 21 44 
16 10024.937 7320.296 5 14 26 48 
17 10024.937 7320.296 5 12 21 43 
18 10024.937 7320.296 4 17 25 57 
19 10024.937 7320.296 5 13 27 52 
20 10024.937 7320.296 5 11 20 40 
21 10024.937 7320.296 3 10 27 46 
22 10024.937 7320.296 3 9 26 52 
23 10024.937 7320.296 4 19 23 53 
24 10024.937 7320.296 4 14 21 45 
25 10024.937 7320.296 5 16 21 49 
26 10024.937 7320.296 4 18 21 42 
27 10024.937 7320.296 4 18 22 43 
28 10024.937 7320.296 4 18 22 50 
29 10024.937 7320.296 4 8 28 47 
