T X Y S0 S1 S2 S3 
0 7135.568 8507.635 5 16 24 51 
1 7135.568 8507.635 3 13 24 50 
2 7135.568 8507.635 3 14 23 49 
3 7135.568 8507.635 3 16 28 46 
4 7135.568 8507.635 3 9 22 50 
5 7135.568 8507.635 3 19 24 43 
6 7135.568 8507.635 3 9 21 59 
7 7135.568 8507.635 5 12 20 55 
8 7135.568 8507.635 5 9 25 42 
9 7135.568 8507.635 5 11 20 47 
10 7135.568 8507.635 5 8 26 49 
11 7135.568 8507.635 3 17 23 46 
12 7135.568 8507.635 3 14 21 49 
13 7135.568 8507.635 4 13 27 48 
14 7135.568 8507.635 5 14 23 41 
15 7135.568 8507.635 4 13 27 42 
16 7135.568 8507.635 3 17 25 40 
17 7135.568 8507.635 4 13 28 52 
18 7135.568 8507.635 5 16 25 51 
19 7135.568 8507.635 4 17 28 50 
20 7135.568 8507.635 5 19 23 40 
21 7135.568 8507.635 3 9 27 54 
22 7135.568 8507.635 4 12 21 45 
23 7135.568 8507.635 5 13 20 43 
24 7135.568 8507.635 4 9 22 52 
25 7135.568 8507.635 4 9 27 55 
26 7135.568 8507.635 5 14 23 50 
27 7135.568 8507.635 5 19 28 49 
28 7135.568 8507.635 4 13 25 41 
29 7135.568 8507.635 4 16 22 58 
