T X Y S0 S1 S2 S3 
0 8622.757 5180.46 5 15 29 51 
1 8622.757 5180.46 4 12 25 48 
2 8622.757 5180.46 3 10 29 40 
3 8622.757 5180.46 4 13 26 56 
4 8622.757 5180.46 5 14 20 40 
5 8622.757 5180.46 5 8 24 58 
6 8622.757 5180.46 5 13 24 56 
7 8622.757 5180.46 4 12 21 57 
8 8622.757 5180.46 5 17 21 49 
9 8622.757 5180.46 3 10 26 51 
10 8622.757 5180.46 5 9 27 59 
11 8622.757 5180.46 4 8 24 56 
12 8622.757 5180.46 4 12 28 58 
13 8622.757 5180.46 4 8 28 42 
14 8622.757 5180.46 5 10 22 57 
15 8622.757 5180.46 4 11 28 48 
16 8622.757 5180.46 5 12 27 41 
17 8622.757 5180.46 5 8 29 49 
18 8622.757 5180.46 5 8 29 52 
19 8622.757 5180.46 3 9 25 43 
20 8622.757 5180.46 4 16 25 43 
21 8622.757 5180.46 4 9 25 46 
22 8622.757 5180.46 4 17 21 41 
23 8622.757 5180.46 4 17 23 52 
24 8622.757 5180.46 5 19 21 53 
25 8622.757 5180.46 3 16 25 51 
26 8622.757 5180.46 4 15 20 41 
27 8622.757 5180.46 5 16 21 44 
28 8622.757 5180.46 4 12 25 40 
29 8622.757 5180.46 4 12 21 51 
