T X Y S0 S1 S2 S3 
5 8602.607 5346.586 3 8 21 40 
6 8599.151 5300.773 5 11 28 43 
7 8595.162 5262.078 3 14 23 55 
8 8589.34 5217.155 3 9 27 42 
9 8575.333 5115.812 3 17 28 56 
10 8554.908 4968.078 5 14 26 42 
11 8551.698 4937.833 4 16 27 45 
12 8548.756 4902.473 5 19 29 54 
13 8547.13 4866.446 3 16 25 42 
14 8546.646 4826.527 5 17 28 41 
15 8545.843 4672.744 3 16 21 51 
16 8547.502 4494.91 5 15 28 54 
17 8548.558 4381.725 3 11 27 47 
18 8549.101 4322.925 5 16 28 55 
19 8548.784 4290.79 3 16 28 47 
20 8550.9 4195.385 5 17 26 49 
21 8551.288 4159.357 5 9 24 56 
22 8553.975 3986.527 3 18 28 40 
23 8555.704 3875.81 3 14 23 48 
24 8556.07 3860.799 4 15 22 40 
25 8555.991 3852.682 3 10 25 59 
26 8559.425 3761.024 3 9 23 42 
27 8562.391 3681.886 4 11 23 56 
28 8567.459 3612.723 4 8 28 54 
29 8567.459 3612.723 3 16 21 54 
