T X Y S0 S1 S2 S3 
7 11668.623 5516.047 4 16 25 46 
8 11496.559 5706.968 5 17 25 43 
9 11484.713 5720.645 5 10 29 40 
10 11404.888 5808.856 4 12 26 59 
11 11399.694 5814.605 3 14 27 40 
12 11371.706 5845.406 5 13 22 53 
13 11345.482 5873.561 4 16 22 50 
14 11339.596 5879.877 3 10 28 51 
15 11280.723 5945.982 5 14 20 49 
16 11271.792 5956.123 5 13 23 57 
17 11224.658 6010.086 4 10 29 52 
18 11044.111 6206.456 3 9 26 43 
19 10944.893 6313.982 3 9 20 55 
20 10870.766 6394.264 3 17 26 44 
21 10826.993 6441.633 4 13 20 50 
22 10572.518 6718.953 3 8 21 47 
23 10504.617 6792.854 4 9 22 42 
24 10499.363 6798.569 3 19 28 53 
25 10489.013 6809.911 3 10 20 58 
26 10455.672 6847.117 3 11 23 58 
27 10450.68 6852.688 5 18 23 58 
28 10448.812 6854.734 5 14 29 45 
29 10448.812 6854.734 5 13 29 56 
