T X Y S0 S1 S2 S3 
0 9689.413 7672.895 4 12 29 47 
1 9689.413 7672.895 3 17 26 48 
2 9689.413 7672.895 4 19 23 53 
3 9689.413 7672.895 4 12 23 59 
4 9689.413 7672.895 5 14 21 51 
5 9689.413 7672.895 3 8 29 55 
6 9689.413 7672.895 5 19 21 41 
7 9689.413 7672.895 4 16 26 49 
8 9689.413 7672.895 3 11 26 51 
9 9689.413 7672.895 3 15 25 59 
10 9689.413 7672.895 3 10 26 44 
11 9689.413 7672.895 5 16 24 40 
12 9689.413 7672.895 4 10 29 54 
13 9689.413 7672.895 5 11 27 42 
14 9689.413 7672.895 3 17 24 45 
15 9689.413 7672.895 5 10 20 43 
16 9689.413 7672.895 4 19 26 53 
17 9689.413 7672.895 4 10 28 43 
18 9689.413 7672.895 5 19 25 47 
19 9689.413 7672.895 3 11 27 59 
20 9689.413 7672.895 3 17 25 56 
21 9689.413 7672.895 3 17 22 48 
22 9689.413 7672.895 4 12 23 45 
23 9689.413 7672.895 3 10 21 55 
24 9689.413 7672.895 3 10 20 49 
25 9689.413 7672.895 5 12 20 56 
26 9689.413 7672.895 5 12 27 45 
27 9689.413 7672.895 4 14 21 58 
28 9689.413 7672.895 5 12 26 43 
29 9689.413 7672.895 5 14 28 43 
