T X Y S0 S1 S2 S3 
7 8565.136 4380.802 4 10 22 57 
8 8564.522 4448.331 5 10 21 59 
9 8564.106 4494.299 4 18 28 59 
10 8562.49 4672.411 5 17 27 58 
11 8563.16 4701.766 5 13 23 53 
12 8562.497 4749.802 3 8 24 48 
13 8562.507 4823.414 4 16 29 56 
14 8564.31 4858.551 5 17 21 57 
15 8565.873 4871.895 4 12 26 50 
16 8567.614 4882.569 5 15 20 50 
17 8584.789 4962.741 5 19 29 54 
18 8593.51 5000.547 3 11 20 43 
19 8603.273 5047.471 3 18 21 51 
20 8612.624 5111.275 3 18 21 57 
21 8622.757 5180.46 5 19 23 51 
22 8631.967 5253.182 5 15 25 48 
23 8638.983 5328.572 5 17 25 45 
24 8642.521 5379.499 4 14 26 57 
25 8643.844 5404.818 4 12 25 51 
26 8652.137 5563.972 4 9 26 50 
27 8662.194 5745.553 5 8 20 53 
28 8662.593 5782.247 5 10 29 53 
29 8662.593 5782.247 4 15 29 55 
