T X Y S0 S1 S2 S3 
8 8602.607 5346.586 3 14 20 50 
9 8599.151 5300.773 5 12 26 44 
10 8595.162 5262.078 4 13 22 52 
11 8589.34 5217.155 5 12 25 45 
12 8575.333 5115.812 5 16 21 54 
13 8554.908 4968.078 4 16 22 51 
14 8551.698 4937.833 3 14 20 49 
15 8548.756 4902.473 3 9 21 48 
16 8547.13 4866.446 3 10 24 49 
17 8546.646 4826.527 4 13 29 57 
18 8545.843 4672.744 4 9 21 54 
19 8547.502 4494.91 4 17 28 49 
20 8548.558 4381.725 5 13 21 49 
21 8549.101 4322.925 5 12 29 40 
22 8548.784 4290.79 5 16 23 51 
23 8550.9 4195.385 5 16 23 56 
24 8551.288 4159.357 3 19 21 55 
25 8553.975 3986.527 5 8 26 48 
26 8555.704 3875.81 5 10 24 54 
27 8556.07 3860.799 3 13 29 49 
28 8555.991 3852.682 4 16 22 58 
29 8555.991 3852.682 3 15 23 46 
