T X Y S0 S1 S2 S3 
7 8602.607 5346.586 3 10 28 45 
8 8599.151 5300.773 5 18 25 43 
9 8595.162 5262.078 3 15 24 46 
10 8589.34 5217.155 3 19 26 45 
11 8575.333 5115.812 3 19 27 43 
12 8554.908 4968.078 4 17 23 54 
13 8551.698 4937.833 5 15 29 59 
14 8548.756 4902.473 5 13 29 44 
15 8547.13 4866.446 3 19 26 52 
16 8546.646 4826.527 4 17 28 40 
17 8545.843 4672.744 4 14 28 43 
18 8547.502 4494.91 5 13 22 43 
19 8548.558 4381.725 5 16 27 41 
20 8549.101 4322.925 3 14 23 46 
21 8548.784 4290.79 3 16 21 58 
22 8550.9 4195.385 3 9 23 42 
23 8551.288 4159.357 3 19 22 45 
24 8553.975 3986.527 4 19 22 48 
25 8555.704 3875.81 3 19 28 54 
26 8556.07 3860.799 4 10 20 41 
27 8555.991 3852.682 4 11 28 47 
28 8559.425 3761.024 5 18 21 55 
29 8559.425 3761.024 3 19 26 50 
