T X Y S0 S1 S2 S3 
7 4048.982 5917.549 3 9 29 59 
8 4048.982 5917.549 4 13 28 46 
9 4111.928 5978.406 4 8 24 55 
10 4199.441 6063.015 4 14 26 57 
11 4287.169 6153.194 3 15 26 52 
12 4320.543 6187.497 5 10 29 46 
13 4334.009 6201.341 5 17 27 50 
14 4370.272 6237.713 5 10 26 57 
15 4443.972 6311.646 5 9 27 45 
16 4580.284 6447.527 5 19 25 54 
17 4617.754 6484.777 4 12 26 45 
18 4656.361 6523.584 3 16 23 42 
19 4678.948 6545.489 3 18 26 54 
20 4722.609 6583.918 5 19 24 58 
21 4814.431 6647.344 5 18 29 51 
22 4839.088 6663.912 3 15 20 53 
23 4880.372 6691.322 3 8 20 51 
24 4887.744 6696.214 3 14 20 56 
25 4890.388 6697.971 3 18 22 52 
26 4920.543 6717.997 5 17 23 49 
27 5002.339 6772.316 5 13 24 57 
28 5022.958 6786.004 3 17 27 53 
29 5068.838 6815.137 3 9 28 40 
30 5075.318 6819.251 4 18 27 47 
31 5078.61 6821.509 5 19 26 44 
32 5089.501 6828.97 5 13 20 48 
33 5116.555 6847.495 5 12 26 40 
34 5127.439 6854.456 3 11 23 53 
35 5136.807 6860.449 4 18 20 41 
36 5146.009 6866.442 4 16 28 46 
37 5155.456 6872.781 3 16 29 58 
38 5157.882 6874.404 5 19 26 46 
39 5186.774 6894.753 5 12 20 55 
40 5218.046 6918.382 4 19 21 50 
41 5221.355 6920.883 5 13 20 51 
42 5241.036 6935.683 4 15 22 52 
43 5276.948 6962.693 4 8 29 52 
44 5288.916 6971.7 3 15 26 55 
45 5304.963 6983.764 3 9 21 41 
46 5318.559 6993.994 5 18 29 46 
47 5349.087 7016.956 4 12 24 42 
48 5360.344 7027.075 3 10 27 46 
49 5402.747 7065.214 3 15 24 57 
50 5411.763 7073.332 5 12 21 40 
51 5422.399 7082.661 3 11 25 51 
52 5483.474 7136.279 5 15 23 46 
53 5495.624 7146.943 4 16 26 45 
54 5508.64 7158.407 3 16 22 57 
55 5531.539 7178.578 4 19 27 47 
56 5553.309 7197.759 3 16 27 51 
57 5577.731 7220.665 4 14 25 51 
58 5609.83 7247.496 3 12 21 43 
59 5609.83 7247.496 4 10 25 50 
