T X Y S0 S1 S2 S3 
9 8862.373 7890.381 5 19 20 42 
10 8861.609 7891.949 5 19 20 56 
11 8822.168 7992.102 4 19 20 40 
12 8818.385 8000.664 4 10 21 58 
13 8815.758 8008.036 3 15 20 59 
14 8803.29 8045.731 4 17 29 42 
15 8775.325 8144.539 4 15 28 42 
16 8773.048 8152.034 4 11 26 41 
17 8768.477 8167.879 3 13 25 50 
18 8757.77 8204.951 3 11 24 44 
19 8747.978 8238.866 4 14 29 52 
20 8734.142 8286.791 3 17 29 58 
21 8732.788 8291.472 3 18 22 50 
22 8731.61 8295.786 4 8 22 46 
23 8719.697 8339.453 5 13 29 53 
24 8715.556 8354.631 5 15 22 52 
25 8714.44 8358.512 5 15 20 42 
26 8708.612 8378.76 4 19 23 54 
27 8703.688 8396.774 4 15 21 53 
28 8701.842 8403.368 5 10 23 52 
29 8701.394 8405.002 5 19 27 45 
30 8695.635 8426.229 4 12 20 43 
31 8691.591 8441.007 3 15 21 48 
32 8687.731 8455.129 4 13 22 41 
33 8682.14 8475.566 3 10 22 51 
34 8677.744 8491.667 5 13 28 52 
35 8675.379 8500.296 4 19 22 55 
36 8672.658 8506.412 4 15 22 44 
37 8666.964 8515.519 5 13 29 51 
38 8663.008 8521.868 3 19 20 43 
39 8666.964 8515.519 5 8 26 47 
40 8672.658 8506.412 3 9 23 57 
41 8675.379 8500.296 4 18 29 58 
42 8677.744 8491.667 5 15 29 56 
43 8682.14 8475.566 4 16 24 54 
44 8687.731 8455.129 5 16 28 46 
45 8691.591 8441.007 4 11 28 41 
46 8695.635 8426.229 4 12 29 41 
47 8701.394 8405.002 5 9 26 44 
48 8701.842 8403.368 4 11 27 59 
49 8703.688 8396.774 5 14 28 46 
50 8708.612 8378.76 4 13 28 47 
51 8714.44 8358.512 3 11 20 41 
52 8715.556 8354.631 4 17 20 49 
53 8719.697 8339.453 4 14 22 50 
54 8731.61 8295.786 5 11 20 55 
55 8732.788 8291.472 3 19 28 52 
56 8734.142 8286.791 5 16 26 41 
57 8747.978 8238.866 5 17 27 42 
58 8757.77 8204.951 5 12 24 59 
59 8757.77 8204.951 5 15 25 43 
