T X Y S0 S1 S2 S3 
0 4199.441 6063.015 5 19 28 58 
1 4199.441 6063.015 3 10 25 48 
2 4199.441 6063.015 3 9 25 42 
3 4199.441 6063.015 4 16 21 44 
4 4199.441 6063.015 3 10 22 46 
5 4199.441 6063.015 4 19 29 59 
6 4199.441 6063.015 4 12 29 41 
7 4199.441 6063.015 3 9 24 57 
8 4199.441 6063.015 5 17 24 42 
9 4199.441 6063.015 4 11 21 53 
10 4199.441 6063.015 4 11 26 51 
11 4199.441 6063.015 5 11 22 55 
12 4199.441 6063.015 5 8 21 46 
13 4199.441 6063.015 4 12 22 46 
14 4199.441 6063.015 4 15 27 50 
15 4199.441 6063.015 5 18 28 55 
16 4199.441 6063.015 4 12 22 45 
17 4199.441 6063.015 4 10 29 52 
18 4199.441 6063.015 4 17 24 51 
19 4199.441 6063.015 4 18 25 45 
20 4199.441 6063.015 5 11 29 43 
21 4199.441 6063.015 4 12 25 42 
22 4199.441 6063.015 4 11 28 52 
23 4199.441 6063.015 5 13 21 51 
24 4199.441 6063.015 4 13 28 49 
25 4199.441 6063.015 3 15 26 55 
26 4199.441 6063.015 4 19 24 46 
27 4199.441 6063.015 5 19 26 50 
28 4199.441 6063.015 4 17 23 51 
29 4199.441 6063.015 4 19 24 56 
30 4199.441 6063.015 5 8 28 42 
31 4199.441 6063.015 3 18 24 54 
32 4199.441 6063.015 5 18 22 42 
33 4199.441 6063.015 4 8 23 55 
34 4199.441 6063.015 4 10 28 42 
35 4199.441 6063.015 4 16 28 56 
36 4199.441 6063.015 3 17 26 53 
37 4199.441 6063.015 4 10 28 46 
38 4199.441 6063.015 3 8 27 50 
39 4199.441 6063.015 3 9 27 58 
40 4199.441 6063.015 3 12 27 52 
41 4199.441 6063.015 4 8 27 59 
42 4199.441 6063.015 5 15 27 49 
43 4199.441 6063.015 5 12 27 49 
44 4199.441 6063.015 5 8 21 57 
45 4199.441 6063.015 5 17 22 53 
46 4199.441 6063.015 5 13 27 56 
47 4199.441 6063.015 4 12 23 50 
48 4199.441 6063.015 4 18 23 41 
49 4199.441 6063.015 3 9 27 51 
50 4199.441 6063.015 4 16 23 49 
51 4199.441 6063.015 4 16 20 51 
52 4199.441 6063.015 5 13 28 49 
53 4199.441 6063.015 5 8 22 46 
54 4199.441 6063.015 5 8 28 46 
55 4199.441 6063.015 4 13 23 50 
56 4199.441 6063.015 3 12 28 56 
57 4199.441 6063.015 5 10 29 46 
58 4199.441 6063.015 3 19 24 54 
59 4199.441 6063.015 3 14 23 56 
