T X Y S0 S1 S2 S3 
0 9833.51 7508.437 5 15 27 52 
1 9833.51 7508.437 4 9 24 41 
2 9833.51 7508.437 4 9 27 43 
3 9833.51 7508.437 4 18 26 56 
4 9833.51 7508.437 3 8 22 44 
5 9833.51 7508.437 3 15 21 58 
6 9833.51 7508.437 3 10 21 49 
7 9833.51 7508.437 4 9 21 48 
8 9833.51 7508.437 3 15 29 48 
9 9833.51 7508.437 5 17 26 52 
10 9833.51 7508.437 5 15 24 41 
11 9833.51 7508.437 4 16 22 42 
12 9833.51 7508.437 4 15 26 51 
13 9833.51 7508.437 4 8 26 46 
14 9833.51 7508.437 3 9 28 58 
15 9833.51 7508.437 5 13 22 59 
16 9833.51 7508.437 4 9 23 43 
17 9833.51 7508.437 3 8 27 59 
18 9833.51 7508.437 4 9 25 48 
19 9833.51 7508.437 3 12 25 48 
20 9833.51 7508.437 4 9 29 53 
21 9833.51 7508.437 3 11 28 48 
22 9833.51 7508.437 3 19 20 56 
23 9833.51 7508.437 5 9 26 45 
24 9833.51 7508.437 5 8 21 47 
25 9833.51 7508.437 4 9 22 51 
26 9833.51 7508.437 4 11 22 47 
27 9833.51 7508.437 3 15 22 51 
28 9833.51 7508.437 4 12 21 51 
29 9833.51 7508.437 3 16 21 45 
30 9833.51 7508.437 4 19 26 44 
31 9833.51 7508.437 4 8 20 54 
32 9833.51 7508.437 5 8 20 44 
33 9833.51 7508.437 4 15 28 59 
34 9833.51 7508.437 4 18 29 54 
35 9833.51 7508.437 3 15 24 55 
36 9833.51 7508.437 3 8 24 50 
37 9833.51 7508.437 5 14 23 45 
38 9833.51 7508.437 5 14 28 44 
39 9833.51 7508.437 5 14 24 57 
40 9833.51 7508.437 4 9 21 49 
41 9833.51 7508.437 5 18 21 45 
42 9833.51 7508.437 4 9 22 51 
43 9833.51 7508.437 4 17 21 57 
44 9833.51 7508.437 3 17 28 45 
45 9833.51 7508.437 5 12 27 41 
46 9833.51 7508.437 4 13 25 55 
47 9833.51 7508.437 3 8 21 41 
48 9833.51 7508.437 5 13 24 46 
49 9833.51 7508.437 3 17 26 53 
50 9833.51 7508.437 4 8 25 56 
51 9833.51 7508.437 5 9 29 42 
52 9833.51 7508.437 4 11 24 40 
53 9833.51 7508.437 5 19 29 56 
54 9833.51 7508.437 5 12 23 47 
55 9833.51 7508.437 4 13 25 59 
56 9833.51 7508.437 3 17 22 59 
57 9833.51 7508.437 4 15 23 47 
58 9833.51 7508.437 5 16 21 42 
59 9833.51 7508.437 4 19 27 40 
